site,helper,helper_addr,kind,addr,x_axis_addr,y_axis_addr,x_n,y_n,elem_size,signed,consumer_func,confidence,note
0x45905C,lookup_2d_g_u8_u8_s8,0x40DC7C,map_2d_shared,0x5D5EF4,0x5D5EEE,0x5D5EEA,6,4,1,1,FUN_00458e74@0x458E74,static,
0x4593A0,lookup_2d_g_u8_u8_s8,0x40DC7C,map_2d_shared,0x5D5FFB,0x5D5FF1,0x5D5FE7,10,10,1,1,FUN_00459334@0x459334,static,
0x4593D0,lookup_2d_g_u8_u8_s8,0x40DC7C,map_2d_shared,0x5D6075,0x5D606B,0x5D6061,10,10,1,1,FUN_00459334@0x459334,static,
0x04E610,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5CAE76,0x5CAE6C,0x5CAE66,5,5,1,0,FUN_0004e558@0x04E558,static,
0x04EBCC,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5CAC68,0x5CAC5E,0x5CAC58,5,5,1,0,FUN_0004e558@0x04E558,static,
0x04EC0C,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5CAC68,0x5CAC5E,0x5CAC58,5,5,1,0,FUN_0004e558@0x04E558,hypothesis,widened window
0x04F77C,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5CAE0C,0x5CAE02,0x5CADFC,5,5,1,0,FUN_0004e558@0x04E558,static,
0x0E04E0,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5D1724,0x5D171C,0x5D1714,4,8,1,0,FUN_000e0378@0x0E0378,static,
0x0E050C,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5D1756,0x5D174E,0x5D1746,4,8,1,0,FUN_000e0378@0x0E0378,static,
0x0E8AF4,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5D34D8,0x5D34D0,0x5D34C4,4,12,1,0,FUN_000e8ac0@0x0E8AC0,static,
0x0EFAB4,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5D4CC2,0x5D4CB8,0x5D4CB2,5,5,1,0,FUN_000ef3a4@0x0EF3A4,static,
0x10C918,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5D36E0,0x5D36D0,0x5D36C8,8,8,1,0,FUN_0010c874@0x10C874,static,
0x41A720,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5C6E66,0x5C6E62,0x5C6E56,2,12,1,0,FUN_0041a690@0x41A690,static,
0x43057C,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5C6B64,0x5C6B4C,0x5C6B40,12,12,1,0,FUN_00430448@0x430448,static,
0x4305A0,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5C6C12,0x5C6BFA,0x5C6BF6,12,4,1,0,FUN_00430448@0x430448,static,
0x431008,lookup_2d_g_u8_u16_u8,0x40DDE4,map_2d_shared,0x5C7444,0x5C7434,0x5C742C,8,8,1,0,FUN_00430ea0@0x430EA0,static,
0x0503C8,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5CADBB,0x5CADB6,0x5CADAC,5,5,1,0,FUN_0004e558@0x04E558,static,
0x050404,lookup_2d_g_u16_u8_u8,0x40E108,,,,,,,,,FUN_0004e558@0x04E558,unresolved,arguments not constant
0x0CD9E8,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5CC8E5,0x5CC8E0,0x5CC8D0,5,8,1,0,FUN_000cd624@0x0CD624,static,
0x0D1700,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5CF3B2,0x5CF3AC,0x5CF3A0,6,6,1,0,FUN_000d16c0@0x0D16C0,static,
0x0E34A0,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5D2EA5,0x5D2EA2,0x5D2E98,3,5,1,0,FUN_000e336c@0x0E336C,static,
0x0E397C,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5D2EC3,0x5D2EC0,0x5D2EB6,3,5,1,0,FUN_000e336c@0x0E336C,static,
0x0F3C44,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5D570A,0x5D5702,0x5D56F2,8,8,1,0,FUN_000f3bd4@0x0F3BD4,static,
0x0FE6C0,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5CA5A8,0x5CA5A6,0x5CA59E,2,4,1,0,FUN_000fe0e4@0x0FE0E4,static,
0x100AA8,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5CD800,0x5CD7FC,0x5CD7F0,4,6,1,0,FUN_0010099c@0x10099C,static,
0x100D18,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5CE3EE,0x5CE3EA,0x5CE3DE,4,6,1,0,FUN_00100c0c@0x100C0C,static,
0x41A544,lookup_2d_g_u16_u8_u8,0x40E108,map_2d_shared,0x5C6E8C,0x5C6E88,0x5C6E80,4,4,1,0,FUN_0041a268@0x41A268,static,
0x468398,lookup_2d_g_s16_u8_s16,0x40E288,map_2d_shared,0x5C97D6,0x5C97D2,0x5C97C6,4,6,2,1,FUN_00467460@0x467460,hypothesis,widened window
0x433A94,lookup_2d_g_s16_u8_u16,0x40E408,map_2d_shared,0x5C8F5A,0x5C8F56,0x5C8F46,3,8,2,0,FUN_004336e0@0x4336E0,static,
0x433D90,lookup_2d_g_s16_u8_u16,0x40E408,map_2d_shared,0x5C8E64,0x5C8E5C,0x5C8E50,8,6,2,0,FUN_004336e0@0x4336E0,static,
0x0D32FC,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5CF4D4,0x5CF4C0,0x5CF4B6,10,10,2,0,FUN_000d2a3c@0x0D2A3C,static,
0x0DF6CC,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D0C1E,0x5D0C16,0x5D0C10,4,5,2,0,FUN_000df680@0x0DF680,static,
0x0EF9BC,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D4E38,0x5D4E2E,0x5D4E28,5,5,2,0,FUN_000ef3a4@0x0EF3A4,static,
0x0EFC58,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D4CF8,0x5D4CE8,0x5D4CDE,8,10,2,0,FUN_000ef3a4@0x0EF3A4,static,
0x0EFCB0,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D4DAA,0x5D4DA0,0x5D4D9A,5,5,2,0,FUN_000ef3a4@0x0EF3A4,static,
0x0F209C,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D502C,0x5D5024,0x5D5020,4,4,2,0,FUN_000f1ee4@0x0F1EE4,static,
0x0F3CEC,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D581E,0x5D5812,0x5D580C,6,6,2,0,FUN_000f3bd4@0x0F3BD4,static,
0x0FBFF0,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D7DC2,0x5D7DB4,0x5D7DB0,7,4,2,0,FUN_000fbe74@0x0FBE74,static,
0x0FC140,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D7E08,0x5D7E00,0x5D7DFC,4,4,2,0,FUN_000fbe74@0x0FBE74,static,
0x1046A0,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D1DF2,0x5D1DE6,0x5D1DE0,6,6,2,0,FUN_001043c8@0x1043C8,static,
0x1046CC,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D1E4E,0x5D1E42,0x5D1E3C,6,6,2,0,FUN_001043c8@0x1043C8,static,
0x105D90,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D1DF2,0x5D1DE6,0x5D1DE0,6,6,2,0,FUN_001043c8@0x1043C8,static,
0x105DBC,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D1E4E,0x5D1E42,0x5D1E3C,6,6,2,0,FUN_001043c8@0x1043C8,static,
0x41A50C,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5C6E24,0x5C6E20,0x5C6E14,2,12,2,0,FUN_0041a268@0x41A268,static,
0x41A57C,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5C6E24,0x5C6E20,0x5C6E14,2,12,2,0,FUN_0041a268@0x41A268,static,
0x4263C0,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5CCDDE,0x5CCDD6,0x5CCDCA,4,12,2,0,FUN_004262ac@0x4262AC,static,
0x42EE54,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5C64E4,0x5C64CC,0x5C64C6,12,6,2,0,FUN_0042edf8@0x42EDF8,static,
0x42EE7C,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5C64E4,0x5C64CC,0x5C64C6,12,6,2,0,FUN_0042edf8@0x42EDF8,static,
0x434A38,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5C90A4,0x5C9094,0x5C908C,8,8,2,0,FUN_004336e0@0x4336E0,static,
0x434A98,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5C90A4,0x5C9094,0x5C908C,8,8,2,0,FUN_004336e0@0x4336E0,static,
0x44319C,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5C6F36,0x5C6F1E,0x5C6F12,12,12,2,0,FUN_00443090@0x443090,static,
0x456A0C,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D49F2,0x5D49E6,0x5D49DE,6,8,2,0,FUN_004565f4@0x4565F4,static,
0x458A14,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D5628,0x5D5614,0x5D560A,10,10,2,0,FUN_004589b8@0x4589B8,static,
0x468854,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D956A,0x5D955A,0x5D9552,8,8,2,0,FUN_00468774@0x468774,static,
0x4688A8,lookup_2d_g_u8_u16_u16,0x40E72C,map_2d_shared,0x5D956A,0x5D955A,0x5D9552,8,8,2,0,FUN_00468774@0x468774,static,
0x0D3438,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5CF45A,0x5CF448,0x5CF43E,9,5,2,0,FUN_000d2a3c@0x0D2A3C,static,
0x0EF9E8,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5D4E82,0x5D4E78,0x5D4E6E,5,5,2,0,FUN_000ef3a4@0x0EF3A4,static,
0x0F5CB8,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5D655C,0x5D654C,0x5D6544,8,4,2,0,FUN_000f5c80@0x0F5C80,static,
0x0FF248,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5CB52A,0x5CB50E,0x5CB500,14,7,2,0,FUN_000feb24@0x0FEB24,static,
0x433AE0,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5C8EE4,0x5C8ED8,0x5C8EC8,6,8,2,0,FUN_004336e0@0x4336E0,static,
0x4346D0,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5C904A,0x5C9042,0x5C9032,4,8,2,0,FUN_004336e0@0x4336E0,static,
0x4346F4,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5C8FAE,0x5C8F9E,0x5C8F8E,8,8,2,0,FUN_004336e0@0x4336E0,static,
0x444640,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5D7D10,0x5D7D04,0x5D7CFA,6,5,2,0,FUN_00443fcc@0x443FCC,static,
0x447CD8,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5CB52A,0x5CB50E,0x5CB500,14,7,2,0,FUN_004477f8@0x4477F8,static,
0x44B070,lookup_2d_g_s16_u16_u16,0x40E8AC,map_2d_shared,0x5CB52A,0x5CB50E,0x5CB500,14,7,2,0,FUN_0044a790@0x44A790,static,
0x04EEDC,lookup_2d_g_s8_u8_u8,0x40EA44,map_2d_shared,0x5CAE9E,0x5CAE98,0x5CAE92,6,6,1,0,FUN_0004e558@0x04E558,static,
0x04FB8C,lookup_2d_g_s8_u8_u8,0x40EA44,map_2d_shared,0x5CADE0,0x5CADDB,0x5CADD6,5,5,1,0,FUN_0004e558@0x04E558,static,
0x467610,lookup_2d_g_s8_u8_u8,0x40EA44,map_2d_shared,0x5D94FA,0x5D94F6,0x5D94F0,4,6,1,0,FUN_00467460@0x467460,static,
0x0491DC,lookup_1d_u8,0x40EDE4,curve_1d,0x5D33AE,0x5D33AA,,4,,1,0,FUN_00049188@0x049188,static,
0x049950,lookup_1d_u8,0x40EDE4,curve_1d,0x5D33AE,0x5D33AA,,4,,1,0,FUN_000498fc@0x0498FC,static,
0x04A598,lookup_1d_u8,0x40EDE4,curve_1d,0x5D33DD,0x5D33D5,,8,,1,0,FUN_0004a3c8@0x04A3C8,static,
0x04A5B4,lookup_1d_u8,0x40EDE4,curve_1d,0x5D33EE,0x5D33E6,,8,,1,0,FUN_0004a3c8@0x04A3C8,static,
0x04C8B4,lookup_1d_u8,0x40EDE4,curve_1d,0x5D683C,0x5D6839,,3,,1,0,FUN_0004c888@0x04C888,static,
0x04EBE4,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB27,0x5CAB24,,3,,1,0,FUN_0004e558@0x04E558,static,
0x04EC1C,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB27,0x5CAB24,,3,,1,0,FUN_0004e558@0x04E558,hypothesis,widened window
0x04EC48,lookup_1d_u8,0x40EDE4,curve_1d,0x5CABF0,0x5CABEB,,5,,1,0,FUN_0004e558@0x04E558,static,
0x04EC84,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAC24,0x5CAC1F,,5,,1,0,FUN_0004e558@0x04E558,static,
0x04EC98,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAC19,0x5CAC14,,5,,1,0,FUN_0004e558@0x04E558,static,
0x04ECAC,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAC08,0x5CAC03,,5,,1,0,FUN_0004e558@0x04E558,static,
0x04ECC0,lookup_1d_u8,0x40EDE4,curve_1d,0x5CABFD,0x5CABF8,,5,,1,0,FUN_0004e558@0x04E558,static,
0x04EDA0,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB37,0x5CAB34,,3,,1,0,FUN_0004e558@0x04E558,static,
0x04F218,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB09,0x5CAB05,,4,,1,0,FUN_0004e558@0x04E558,static,
0x04F264,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB09,0x5CAB05,,4,,1,0,FUN_0004e558@0x04E558,hypothesis,widened window
0x04F2BC,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB09,0x5CAB05,,4,,1,0,FUN_0004e558@0x04E558,hypothesis,widened window
0x04F300,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB09,0x5CAB05,,4,,1,0,FUN_0004e558@0x04E558,hypothesis,widened window
0x04F514,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAAFE,0x5CAAF8,,6,,1,0,FUN_0004e558@0x04E558,static,
0x04F814,lookup_1d_u8,0x40EDE4,curve_1d,0x5CA6F8,0x5CA6F3,,5,,1,0,FUN_0004e558@0x04E558,static,
0x04FDFC,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAAC9,0x5CAAC5,,4,,1,0,FUN_0004e558@0x04E558,static,
0x04FF10,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB9E,0x5CAB99,,5,,1,0,FUN_0004e558@0x04E558,static,
0x050188,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB13,0x5CAB0E,,5,,1,0,FUN_0004e558@0x04E558,hypothesis,widened window
0x0501A8,lookup_1d_u8,0x40EDE4,,,,,,,,,FUN_0004e558@0x04E558,unresolved,pointer not constant
0x0501D0,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAAD2,0x5CAACE,,4,,1,0,FUN_0004e558@0x04E558,static,
0x050464,lookup_1d_u8,0x40EDE4,curve_1d,0x5CABB2,0x5CABAD,,5,,1,0,FUN_0004e558@0x04E558,static,
0x0508FC,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAABF,0x5CAABA,,5,,1,0,FUN_0004e558@0x04E558,static,
0x0509E4,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB47,0x5CAB41,,6,,1,0,FUN_0004e558@0x04E558,static,
0x050A00,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB54,0x5CAB4E,,6,,1,0,FUN_0004e558@0x04E558,static,
0x050A28,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB61,0x5CAB5B,,6,,1,0,FUN_0004e558@0x04E558,static,
0x050A58,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB47,0x5CAB41,,6,,1,0,FUN_0004e558@0x04E558,hypothesis,widened window
0x050CFC,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB74,0x5CAB6E,,6,,1,0,FUN_0004e558@0x04E558,static,
0x050D18,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB81,0x5CAB7B,,6,,1,0,FUN_0004e558@0x04E558,static,
0x050D40,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB8E,0x5CAB88,,6,,1,0,FUN_0004e558@0x04E558,static,
0x050D7C,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB74,0x5CAB6E,,6,,1,0,FUN_0004e558@0x04E558,hypothesis,widened window
0x053F18,lookup_1d_u8,0x40EDE4,curve_1d,0x5CCF24,0x5CCF1E,,6,,1,0,FUN_00053f00@0x053F00,static,
0x053F94,lookup_1d_u8,0x40EDE4,curve_1d,0x5CCF17,0x5CCF11,,6,,1,0,FUN_00053f00@0x053F00,static,
0x059194,lookup_1d_u8,0x40EDE4,curve_1d,0x5D2AA3,0x5D2A9D,,6,,1,0,FUN_0005917c@0x05917C,static,
0x059330,lookup_1d_u8,0x40EDE4,curve_1d,0x5D3867,0x5D385E,,9,,1,0,FUN_00059318@0x059318,static,
0x059344,lookup_1d_u8,0x40EDE4,curve_1d,0x5D3854,0x5D384B,,9,,1,0,FUN_00059318@0x059318,static,
0x059374,lookup_1d_u8,0x40EDE4,curve_1d,0x5D3BE2,0x5D3BDC,,6,,1,0,FUN_0005935c@0x05935C,static,
0x059388,lookup_1d_u8,0x40EDE4,curve_1d,0x5D3C10,0x5D3C0A,,6,,1,0,FUN_0005935c@0x05935C,static,
0x05C0D8,lookup_1d_u8,0x40EDE4,curve_1d,0x5D9A91,0x5D9A8B,,6,,1,0,FUN_0005c0b4@0x05C0B4,static,
0x05C0EC,lookup_1d_u8,0x40EDE4,curve_1d,0x5D9A9E,0x5D9A98,,6,,1,0,FUN_0005c0b4@0x05C0B4,static,
0x0A9B8C,lookup_1d_u8,0x40EDE4,curve_1d,0x5C617C,0x5C6177,,5,,1,0,FUN_000a9ac8@0x0A9AC8,static,
0x0C79B8,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7CB7,0x5D7CB1,,6,,1,0,FUN_000c7958@0x0C7958,static,
0x0C7B18,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7CA1,0x5D7C9B,,6,,1,0,FUN_000c7958@0x0C7958,static,
0x0C7F74,lookup_1d_u8,0x40EDE4,curve_1d,0x5D961C,0x5D9614,,8,,1,0,FUN_000c7f38@0x0C7F38,static,
0x0C9DD4,lookup_1d_u8,0x40EDE4,curve_1d,0x5CA673,0x5CA66B,,8,,1,0,FUN_000c9af0@0x0C9AF0,static,
0x0C9F2C,lookup_1d_u8,0x40EDE4,curve_1d,0x5CA684,0x5CA67C,,8,,1,0,FUN_000c9af0@0x0C9AF0,static,
0x0CA064,lookup_1d_u8,0x40EDE4,curve_1d,0x5CA692,0x5CA68D,,5,,1,0,FUN_000c9af0@0x0C9AF0,hypothesis,widened window
0x0CA070,lookup_1d_u8,0x40EDE4,curve_1d,0x5CA692,0x5CA68D,,5,,1,0,FUN_000c9af0@0x0C9AF0,hypothesis,widened window
0x0CA4D0,lookup_1d_u8,0x40EDE4,curve_1d,0x5CA6A9,0x5CA6A3,,6,,1,0,FUN_000c9af0@0x0C9AF0,static,
0x0CA4EC,lookup_1d_u8,0x40EDE4,curve_1d,0x5CA6B6,0x5CA6B0,,6,,1,0,FUN_000c9af0@0x0C9AF0,static,
0x0CD668,lookup_1d_u8,0x40EDE4,curve_1d,0x5CC821,0x5CC815,,12,,1,0,FUN_000cd624@0x0CD624,static,
0x0CEF3C,lookup_1d_u8,0x40EDE4,curve_1d,0x5CC9AA,0x5CC9A2,,8,,1,0,FUN_000cea90@0x0CEA90,static,
0x0CF6B0,lookup_1d_u8,0x40EDE4,curve_1d,0x5CCA5D,0x5CCA57,,6,,1,0,FUN_000cf664@0x0CF664,static,
0x0D0E14,lookup_1d_u8,0x40EDE4,curve_1d,0x5CEE1C,0x5CEE19,,3,,1,0,FUN_000d0dfc@0x0D0DFC,static,
0x0D0E28,lookup_1d_u8,0x40EDE4,curve_1d,0x5CEE15,0x5CEE12,,3,,1,0,FUN_000d0dfc@0x0D0DFC,static,
0x0DFCBC,lookup_1d_u8,0x40EDE4,curve_1d,0x5C647E,0x5C6476,,8,,1,0,FUN_000df788@0x0DF788,static,
0x0E0F58,lookup_1d_u8,0x40EDE4,curve_1d,0x5D1863,0x5D185F,,4,,1,0,FUN_000e0f20@0x0E0F20,static,
0x0E8A4C,lookup_1d_u8,0x40EDE4,curve_1d,0x5D3492,0x5D348F,,3,,1,0,FUN_000e89f0@0x0E89F0,static,
0x0E8A8C,lookup_1d_u8,0x40EDE4,curve_1d,0x5D3499,0x5D3496,,3,,1,0,FUN_000e89f0@0x0E89F0,static,
0x0E8E24,lookup_1d_u8,0x40EDE4,curve_1d,0x5D382E,0x5D3825,,9,,1,0,FUN_000e8de4@0x0E8DE4,static,
0x0E8F78,lookup_1d_u8,0x40EDE4,curve_1d,0x5D3967,0x5D3963,,4,,1,0,FUN_000e8f3c@0x0E8F3C,static,
0x0EA99C,lookup_1d_u8,0x40EDE4,curve_1d,0x5D4290,0x5D4282,,14,,1,0,FUN_000ea8a8@0x0EA8A8,static,
0x0EBA80,lookup_1d_u8,0x40EDE4,curve_1d,0x5D4601,0x5D45FC,,5,,1,0,FUN_000eb28c@0x0EB28C,static,
0x0EC654,lookup_1d_u8,0x40EDE4,curve_1d,0x5D45C7,0x5D45B9,,14,,1,0,FUN_000eb28c@0x0EB28C,static,
0x0EC678,lookup_1d_u8,0x40EDE4,curve_1d,0x5D45E4,0x5D45D6,,14,,1,0,FUN_000eb28c@0x0EB28C,static,
0x0EDAD0,lookup_1d_u8,0x40EDE4,curve_1d,0x5D46E1,0x5D46DD,,4,,1,0,FUN_000ece7c@0x0ECE7C,static,
0x0EDB54,lookup_1d_u8,0x40EDE4,curve_1d,0x5D46E1,0x5D46DD,,4,,1,0,FUN_000ece7c@0x0ECE7C,static,
0x0EDB88,lookup_1d_u8,0x40EDE4,curve_1d,0x5D46E1,0x5D46DD,,4,,1,0,FUN_000ece7c@0x0ECE7C,static,
0x0EDE78,lookup_1d_u8,0x40EDE4,curve_1d,0x5D46D7,0x5D46D2,,5,,1,0,FUN_000ece7c@0x0ECE7C,static,
0x0EDF7C,lookup_1d_u8,0x40EDE4,curve_1d,0x5D46CC,0x5D46C7,,5,,1,0,FUN_000ece7c@0x0ECE7C,static,
0x0EEC90,lookup_1d_u8,0x40EDE4,curve_1d,0x5D46BF,0x5D46BB,,4,,1,0,FUN_000ece7c@0x0ECE7C,static,
0x0EF884,lookup_1d_u8,0x40EDE4,curve_1d,0x5D4BE1,0x5D4BD9,,8,,1,0,FUN_000ef3a4@0x0EF3A4,static,
0x0EF8BC,lookup_1d_u8,0x40EDE4,curve_1d,0x5D4BEF,0x5D4BEA,,5,,1,0,FUN_000ef3a4@0x0EF3A4,static,
0x0F0148,lookup_1d_u8,0x40EDE4,curve_1d,0x5D4C0B,0x5D4C06,,5,,1,0,FUN_000ef3a4@0x0EF3A4,static,
0x0F01C8,lookup_1d_u8,0x40EDE4,curve_1d,0x5D4BFD,0x5D4BF5,,8,,1,0,FUN_000ef3a4@0x0EF3A4,static,
0x0F8970,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7204,0x5D71F8,,12,,1,0,FUN_000f86ac@0x0F86AC,static,
0x0F89C0,lookup_1d_u8,0x40EDE4,curve_1d,0x5D721D,0x5D7211,,12,,1,0,FUN_000f86ac@0x0F86AC,static,
0x0F8A64,lookup_1d_u8,0x40EDE4,curve_1d,0x5D728F,0x5D727B,,20,,1,0,FUN_000f8a44@0x0F8A44,static,
0x0F9290,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7342,0x5D733A,,8,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FA144,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7305,0x5D72FD,,8,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FA2D8,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7329,0x5D7324,,5,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FA2F4,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7313,0x5D730E,,5,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FA4C4,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7334,0x5D732F,,5,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FA4E0,lookup_1d_u8,0x40EDE4,curve_1d,0x5D731E,0x5D7319,,5,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FA9B0,lookup_1d_u8,0x40EDE4,curve_1d,0x5D72CF,0x5D72C7,,8,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FB058,lookup_1d_u8,0x40EDE4,curve_1d,0x5D72F7,0x5D72F2,,5,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FADD8,lookup_1d_u8,0x40EDE4,curve_1d,0x5D72E0,0x5D72D8,,8,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FB074,lookup_1d_u8,0x40EDE4,curve_1d,0x5D72ED,0x5D72E9,,4,,1,0,FUN_000f90c8@0x0F90C8,static,
0x0FB2EC,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7786,0x5D7772,,20,,1,0,FUN_000fb2c0@0x0FB2C0,static,
0x0FC324,lookup_1d_u8,0x40EDE4,curve_1d,0x5D7EBF,0x5D7EBB,,4,,1,0,FUN_000fc250@0x0FC250,static,
0x0FD434,lookup_1d_u8,0x40EDE4,curve_1d,0x5D8F73,0x5D8F6D,,6,,1,0,FUN_000fd41c@0x0FD41C,static,
0x0FD680,lookup_1d_u8,0x40EDE4,curve_1d,0x5D9873,0x5D986F,,4,,1,0,FUN_000fd63c@0x0FD63C,static,
0x0FDD8C,lookup_1d_u8,0x40EDE4,curve_1d,0x5D9B97,0x5D9B8F,,8,,1,0,FUN_000fdc18@0x0FDC18,static,
0x0FDDA8,lookup_1d_u8,0x40EDE4,curve_1d,0x5D9B97,0x5D9B8F,,8,,1,0,FUN_000fdc18@0x0FDC18,static,
0x0FDFD8,lookup_1d_u8,0x40EDE4,curve_1d,0x5D9BC6,0x5D9BC1,,5,,1,0,FUN_000fdf38@0x0FDF38,static,
0x0FDFF0,lookup_1d_u8,0x40EDE4,curve_1d,0x5D9BD1,0x5D9BCC,,5,,1,0,FUN_000fdf38@0x0FDF38,static,
0x0FE85C,lookup_1d_u8,0x40EDE4,curve_1d,0x5CAB2F,0x5CAB2B,,4,,1,0,FUN_000fe7b4@0x0FE7B4,static,
0x100514,lookup_1d_u8,0x40EDE4,curve_1d,0x5CCED7,0x5CCED1,,6,,1,0,FUN_001004d8@0x1004D8,static,
