addr,kind,x_axis_addr,y_axis_addr,x_n,y_n,elem_size,signed,consumer_func,name_or_blank,confidence,evidence,x_elem,y_elem,struct_addr,sites
0x5CAC45,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x052284,,,,1
0x5CAC46,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04E824,,,,1
0x5CAC47,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04EE28,,,,1
0x5CAC48,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F3FC,,,,1
0x5CAC49,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x050678,,,,1
0x5CAC4A,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x05087C,,,,1
0x5CAC4B,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F7B8,,,,1
0x5CAC4C,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F798,,,,1
0x5CAC4D,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04FA3C,,,,1
0x5CAC4E,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04ED78,,,,1
0x5CAC4F,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04E5C4,,,,1
0x5CAC52,scalar,,,1,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04E6A8,,,,1
0x5CAC54,scalar,,,1,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 2 call site(s): 0x050498 0x12D33C,,,,2
0x5CAC56,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04EBB4,,,,1
0x5CAC57,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04EBB0,,,,1
0x5CAC68,map_2d_shared,0x5CAC5E,0x5CAC58,5,5,1,0,FUN_0004e558@0x04E558,,hypothesis,enumerate_maps.py; lookup_2d_g_u8_u16_u8; 2 call site(s): 0x04EBCC 0x04EC0C; args recovered over an extended window,u16,u8,,2
0x5CAC9A,map_2d,0x5CAC90,0x5CAC86,5,5,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_2d_u16; 1 call site(s): 0x04F4B0; struct 0x5CAC82,u16,u16,0x5CAC82,1
0x5CACE4,map_2d,0x5CACDA,0x5CACD0,5,5,2,0,FUN_0004e558@0x04E558,,hypothesis,enumerate_maps.py; lookup_2d_u16; 5 call site(s): 0x04F200 0x04F254 0x04F2AC 0x04F2F0 0x04F318; struct 0x5CACCC; args recovered over an extended window,u16,u16,0x5CACCC,5
0x5CAD2E,map_2d,0x5CAD24,0x5CAD1A,5,5,2,0,FUN_0004e558@0x04E558,,hypothesis,enumerate_maps.py; lookup_2d_u16; 3 call site(s): 0x04F23C 0x04F27C 0x04F2D8; struct 0x5CAD16; args recovered over an extended window,u16,u16,0x5CAD16,3
0x5CAD78,map_2d,0x5CAD6E,0x5CAD64,5,5,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_2d_u16; 1 call site(s): 0x04F364; struct 0x5CAD60,u16,u16,0x5CAD60,1
0x5CADAA,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0503B0,,,,1
0x5CADAB,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0503AC,,,,1
0x5CADBB,map_2d_shared,0x5CADB6,0x5CADAC,5,5,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_2d_g_u16_u8_u8; 1 call site(s): 0x0503C8,u8,u16,,1
0x5CADD4,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04FB74,,,,1
0x5CADD5,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04FB70,,,,1
0x5CADE0,map_2d_shared,0x5CADDB,0x5CADD6,5,5,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_2d_g_s8_u8_u8; 1 call site(s): 0x04FB8C,u8,s8,,1
0x5CADFA,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F764,,,,1
0x5CADFB,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F760,,,,1
0x5CAE0C,map_2d_shared,0x5CAE02,0x5CADFC,5,5,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_2d_g_u8_u16_u8; 1 call site(s): 0x04F77C,u16,u8,,1
0x5CAE26,map_2d_data,,,,,1,1,FUN_0004e558@0x04E558,,static,enumerate_maps.py; interp_2d_s8; 1 call site(s): 0x04FA04,,,,1
0x5CAE3F,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F7E8,,,,1
0x5CAE40,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F7E4,,,,1
0x5CAE4B,map_2d_shared,0x5CAE46,0x5CAE41,5,5,1,1,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_2d_g_u8_u8_s8; 1 call site(s): 0x04F800,u8,u8,,1
0x5CAE64,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04E5F8,,,,1
0x5CAE65,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04E5F4,,,,1
0x5CAE76,map_2d_shared,0x5CAE6C,0x5CAE66,5,5,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_2d_g_u8_u16_u8; 1 call site(s): 0x04E610,u16,u8,,1
0x5CAE90,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04EEC8,,,,1
0x5CAE91,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04EEC4,,,,1
0x5CAE9E,map_2d_shared,0x5CAE98,0x5CAE92,6,6,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_2d_g_s8_u8_u8; 1 call site(s): 0x04EEDC,u8,s8,,1
0x5CB128,curve_1d,0x5CB11C,,6,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x04F294; struct 0x5CB11A,u16,,0x5CB11A,1
0x5CB134,scalar,,,1,,1,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F3A4,,,,1
0x5CB13A,curve_1d_shared,0x5CB135,,5,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; lookup_1d_g_u8_u16; 1 call site(s): 0x04F3B4,u8,,,1
0x5CB144,scalar,,,1,,2,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12D330,,,,1
0x5CB146,scalar,,,1,,2,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12D31C,,,,1
0x5CB148,scalar,,,1,,2,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12D308,,,,1
0x5CB14A,scalar,,,1,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x05198C,,,,1
0x5CB14C,scalar,,,1,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x051934,,,,1
0x5CB14E,scalar,,,1,,2,0,FUN_0004e558@0x04E558 FUN_000fe7b4@0x0FE7B4 FUN_001236e0@0x1236E0,,static,enumerate_maps.py; direct load; 3 call site(s): 0x05256C 0x0FE94C 0x12371C,,,,3
0x5CB150,scalar,,,1,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x051210,,,,1
0x5CB152,scalar,,,1,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 2 call site(s): 0x04F620 0x04F668,,,,2
0x5CB154,scalar,,,1,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F0D4,,,,1
0x5CB156,scalar,,,1,,2,0,FUN_0004e558@0x04E558,,static,enumerate_maps.py; direct load; 1 call site(s): 0x04F5A8,,,,1
0x5CB1C5,scalar,,,1,,1,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CAC10,,,,1
0x5CB1C6,scalar,,,1,,1,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CABFC,,,,1
0x5CB1D1,map_2d,0x5CB1CD,0x5CB1C9,4,4,1,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; lookup_2d_u8; 1 call site(s): 0x0CB7C8; struct 0x5CB1C7,u8,u8,0x5CB1C7,1
0x5CB1E1,scalar,,,1,,1,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC768,,,,1
0x5CB1E2,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC27C,,,,1
0x5CB1E4,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC2D4,,,,1
0x5CB1E6,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC5C8,,,,1
0x5CB1E8,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CAA74,,,,1
0x5CB1EA,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CABD8,,,,1
0x5CB1EC,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CACD0,,,,1
0x5CB1EE,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CACE4 0x0CAD2C,,,,2
0x5CB1F0,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CACF4 0x0CAD3C,,,,2
0x5CB1F2,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC1E4,,,,1
0x5CB1F4,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CAC4C,,,,1
0x5CB1F6,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CAC38,,,,1
0x5CB1F8,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CAC24,,,,1
0x5CB1FA,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CAC60,,,,1
0x5CB1FC,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64 FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CAE28 0x12D474,,,,2
0x5CB1FE,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CAF08,,,,1
0x5CB200,scalar,,,1,,2,0,FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 4 call site(s): 0x1249DC 0x1249F4 0x12D3F0 0x12D408,,,,4
0x5CB202,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CB18C,,,,1
0x5CB204,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CBEBC,,,,1
0x5CB206,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CBE8C,,,,1
0x5CB208,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CBEF0,,,,1
0x5CB214,curve_1d,0x5CB20C,,4,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x0CBE58; struct 0x5CB20A,u16,,0x5CB20A,1
0x5CB22E,curve_1d,0x5CB21E,,8,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; lookup_1d_u16; 2 call site(s): 0x0CB84C 0x0CBDA8; struct 0x5CB21C,u16,,0x5CB21C,2
0x5CB24A,curve_1d,0x5CB240,,5,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x0CB768; struct 0x5CB23E,u16,,0x5CB23E,1
0x5CB254,scalar,,,1,,2,1,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CB348 0x0CB8FC,,,,2
0x5CB256,scalar,,,1,,2,1,FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 4 call site(s): 0x1249EC 0x1249FC 0x12D400 0x12D410,,,,4
0x5CB258,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CB304 0x0CB8B4,,,,2
0x5CB25A,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 4 call site(s): 0x0CB370 0x0CB5CC 0x0CB924 0x0CBB80,,,,4
0x5CB25C,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC72C,,,,1
0x5CB25E,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC720,,,,1
0x5CB260,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64 FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CAF84 0x12D44C,,,,2
0x5CB262,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CAE88,,,,1
0x5CB264,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64 FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CC6B0 0x12D480,,,,2
0x5CB266,scalar,,,1,,2,1,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC168,,,,1
0x5CB268,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC3B4,,,,1
0x5CB26A,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CB2D4,,,,1
0x5CB26C,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64 FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CC234 0x12D468,,,,2
0x5CB26E,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64 FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 4 call site(s): 0x0CB024 0x0CB0A0 0x12D45C 0x12D4B4,,,,4
0x5CB270,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64 FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CC09C 0x12D41C,,,,2
0x5CB272,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64 FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CAFC0 0x12D440,,,,2
0x5CB274,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64 FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CC414 0x12D434,,,,2
0x5CB276,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64 FUN_0012d3d0@0x12D3D0,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CB16C 0x12D428,,,,2
0x5CB278,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CB040 0x0CB0BC,,,,2
0x5CB27A,scalar,,,1,,2,1,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC020,,,,1
0x5CB27C,scalar,,,1,,2,1,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CC048,,,,1
0x5CB27E,scalar,,,1,,2,0,FUN_000caa64@0x0CAA64,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CB81C,,,,1
0x5CB280,scalar,,,1,,2,0,FUN_00446b5c@0x446B5C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446BB0,,,,1
0x5CB282,scalar,,,1,,2,0,FUN_00446b5c@0x446B5C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446BF4,,,,1
0x5CB284,scalar,,,1,,1,0,FUN_00446b5c@0x446B5C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446B9C,,,,1
0x5CB285,scalar,,,1,,1,0,FUN_00446b5c@0x446B5C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446B8C,,,,1
0x5CB286,scalar,,,1,,2,0,FUN_00446c6c@0x446C6C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446CF0,,,,1
0x5CB288,scalar,,,1,,2,1,FUN_00446c6c@0x446C6C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446D3C,,,,1
0x5CB28A,scalar,,,1,,2,0,FUN_00446c6c@0x446C6C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446C9C,,,,1
0x5CB28C,scalar,,,1,,2,0,FUN_00446c6c@0x446C6C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446C84,,,,1
0x5CB28E,scalar,,,1,,2,0,FUN_00446c6c@0x446C6C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446CBC,,,,1
0x5CB290,scalar,,,1,,1,0,FUN_00446c6c@0x446C6C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446D00,,,,1
0x5CB29C,curve_1d,0x5CB294,,4,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x0BE5DC; struct 0x5CB292,u16,,0x5CB292,1
0x5CB2B2,curve_1d,0x5CB2A6,,6,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x0BE2E8; struct 0x5CB2A4,u16,,0x5CB2A4,1
0x5CB2BE,scalar,,,1,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE53C,,,,1
0x5CB2C0,scalar,,,1,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE51C,,,,1
0x5CB2C2,scalar,,,1,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE510,,,,1
0x5CB2C4,scalar,,,1,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE56C,,,,1
0x5CB2C6,scalar,,,1,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE560,,,,1
0x5CB2C8,scalar,,,1,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE23C,,,,1
0x5CB2CA,scalar,,,1,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE354,,,,1
0x5CB2CC,scalar,,,1,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE580,,,,1
0x5CB2CE,scalar,,,1,,2,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE4E8,,,,1
0x5CB2D0,scalar,,,1,,1,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE1A0,,,,1
0x5CB2D1,scalar,,,1,,1,0,FUN_000be184@0x0BE184,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BE430,,,,1
0x5CB2D2,scalar,,,1,,1,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4471A8,,,,1
0x5CB2D3,scalar,,,1,,1,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4474A4,,,,1
0x5CB2D5,scalar,,,1,,1,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x44764C,,,,1
0x5CB2D6,scalar,,,1,,1,0,FUN_00052720@0x052720,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0528D0 0x12D574,,,,2
0x5CB2D7,scalar,,,1,,1,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x44711C,,,,1
0x5CB2D8,scalar,,,1,,1,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446FE4,,,,1
0x5CB2D9,scalar,,,1,,1,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12D540,,,,1
0x5CB2DA,scalar,,,1,,1,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12D534,,,,1
0x5CB2DB,scalar,,,1,,1,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12D54C,,,,1
0x5CB2DC,scalar,,,1,,1,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12D528,,,,1
0x5CB2DD,scalar,,,1,,1,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12D51C,,,,1
0x5CB2DE,scalar,,,1,,2,0,FUN_00052720@0x052720,,static,enumerate_maps.py; direct load; 4 call site(s): 0x0528B8 0x0528C4 0x12D55C 0x12D568,,,,4
0x5CB2E0,scalar,,,1,,2,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446E88,,,,1
0x5CB2EC,curve_1d,0x5CB2E4,,4,,2,0,FUN_00052720@0x052720,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x0527F0; struct 0x5CB2E2,u16,,0x5CB2E2,1
0x5CB2FE,curve_1d,0x5CB2F6,,4,,2,0,FUN_00052720@0x052720,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x052878; struct 0x5CB2F4,u16,,0x5CB2F4,1
0x5CB310,curve_1d,0x5CB308,,4,,2,0,FUN_00052720@0x052720,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x052834; struct 0x5CB306,u16,,0x5CB306,1
0x5CB322,curve_1d,0x5CB31A,,4,,2,0,FUN_00052720@0x052720,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x0527AC; struct 0x5CB318,u16,,0x5CB318,1
0x5CB334,curve_1d,0x5CB32C,,4,,2,0,FUN_00052720@0x052720,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x052754; struct 0x5CB32A,u16,,0x5CB32A,1
0x5CB34E,map_2d,0x5CB348,0x5CB340,3,4,2,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; lookup_2d_u16; 1 call site(s): 0x447540; struct 0x5CB33C,u16,u16,0x5CB33C,1
0x5CB366,scalar,,,1,,2,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x447560,,,,1
0x5CB368,scalar,,,1,,2,1,FUN_00052720@0x052720,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0527FC,,,,1
0x5CB36A,scalar,,,1,,2,1,FUN_00052720@0x052720,,static,enumerate_maps.py; direct load; 1 call site(s): 0x052884,,,,1
0x5CB36C,scalar,,,1,,2,1,FUN_00052720@0x052720,,static,enumerate_maps.py; direct load; 1 call site(s): 0x052840,,,,1
0x5CB36E,scalar,,,1,,2,1,FUN_00052720@0x052720,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0527B8,,,,1
0x5CB370,scalar,,,1,,2,1,FUN_00052720@0x052720,,static,enumerate_maps.py; direct load; 1 call site(s): 0x052760,,,,1
0x5CB37C,curve_1d,0x5CB374,,4,,2,0,FUN_00052720@0x052720,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x052798; struct 0x5CB372,u16,,0x5CB372,1
0x5CB384,scalar,,,1,,2,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x447078,,,,1
0x5CB386,scalar,,,1,,2,0,FUN_00052720@0x052720 FUN_00118438@0x118438,,static,enumerate_maps.py; direct load; 2 call site(s): 0x052744 0x118450,,,,2
0x5CB388,scalar,,,1,,2,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x446F20,,,,1
0x5CB38A,scalar,,,1,,2,0,FUN_00446e24@0x446E24,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4473D0,,,,1
0x5CB38C,scalar,,,1,,1,0,FUN_000cc860@0x0CC860 FUN_00124a88@0x124A88,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0CC878 0x124AA4,,,,2
0x5CB396,scalar,,,1,,2,1,FUN_000cc9d0@0x0CC9D0,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CCC50,,,,1
0x5CB398,scalar,,,1,,2,0,FUN_000cc9d0@0x0CC9D0,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CCD34,,,,1
0x5CB39A,scalar,,,1,,2,1,FUN_000cc9d0@0x0CC9D0,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CCC78,,,,1
0x5CB39C,scalar,,,1,,2,1,FUN_000cc9d0@0x0CC9D0,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CCDB0,,,,1
0x5CB39E,scalar,,,1,,2,0,FUN_000cc9d0@0x0CC9D0,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CCE2C,,,,1
0x5CB3A0,scalar,,,1,,2,0,FUN_000cc9d0@0x0CC9D0,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CCABC,,,,1
0x5CB3A2,scalar,,,1,,2,0,FUN_000cc9d0@0x0CC9D0,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0CCAE8,,,,1
0x5CB3A4,scalar,,,1,,1,0,FUN_00124af8@0x124AF8 FUN_0044774c@0x44774C,,static,enumerate_maps.py; direct load; 3 call site(s): 0x124B68 0x124B78 0x4477A0,,,,3
0x5CB3A5,scalar,,,1,,1,0,FUN_000cc9d0@0x0CC9D0 FUN_00124af8@0x124AF8,,static,enumerate_maps.py; direct load; 6 call site(s): 0x0CCAD4 0x0CCAEC 0x124B20 0x124B30 0x124B40 0x124B50,,,,6
