addr,kind,x_axis_addr,y_axis_addr,x_n,y_n,elem_size,signed,consumer_func,name_or_blank,confidence,evidence,x_elem,y_elem,struct_addr,sites
0x5CD004,scalar,,,1,,2,1,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BFB68,,,,1
0x5CD006,scalar,,,1,,2,1,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BF7B4,,,,1
0x5CD008,scalar,,,1,,2,1,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BFB7C,,,,1
0x5CD00A,scalar,,,1,,2,1,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BF7C8,,,,1
0x5CD00C,scalar,,,1,,2,1,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BF984,,,,1
0x5CD00E,scalar,,,1,,2,1,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BF5CC,,,,1
0x5CD010,scalar,,,1,,2,0,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0BF180 0x0BF1C0,,,,2
0x5CD012,scalar,,,1,,2,0,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0BF70C 0x0BFAC4,,,,2
0x5CD014,scalar,,,1,,2,0,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0BF700 0x0BFAB8,,,,2
0x5CD016,scalar,,,1,,2,0,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BF434,,,,1
0x5CD018,scalar,,,1,,2,0,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BF4B4,,,,1
0x5CD01A,scalar,,,1,,2,0,FUN_000bf090@0x0BF090,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BF3F8,,,,1
0x5CD01C,scalar,,,1,,2,1,FUN_00100594@0x100594 FUN_0044b37c@0x44B37C,,static,enumerate_maps.py; direct load; 4 call site(s): 0x100720 0x1007A8 0x100820 0x44B6F0,,,,4
0x5CD01E,scalar,,,1,,2,1,FUN_00100594@0x100594 FUN_0044b37c@0x44B37C,,static,enumerate_maps.py; direct load; 2 call site(s): 0x1005A4 0x44B408,,,,2
0x5CD020,scalar,,,1,,2,1,FUN_00100594@0x100594 FUN_0044b37c@0x44B37C,,static,enumerate_maps.py; direct load; 4 call site(s): 0x10075C 0x1007E4 0x10085C 0x44B72C,,,,4
0x5CD022,scalar,,,1,,2,1,FUN_00100594@0x100594 FUN_0044b37c@0x44B37C,,static,enumerate_maps.py; direct load; 2 call site(s): 0x1005B0 0x44B410,,,,2
0x5CD02C,curve_1d,0x5CD026,,3,,2,0,FUN_0044b37c@0x44B37C,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x44B680; struct 0x5CD024,u16,,0x5CD024,1
0x5CD03A,curve_1d,0x5CD034,,3,,2,0,FUN_0044b37c@0x44B37C,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x44B394; struct 0x5CD032,u16,,0x5CD032,1
0x5CD040,scalar,,,1,,1,0,FUN_000bfc78@0x0BFC78,,static,enumerate_maps.py; direct load; 7 call site(s): 0x0C05D8 0x0C0604 0x0C06A4 0x0C0798 0x0C07BC 0x0C0C94 ...,,,,7
0x5CD041,scalar,,,1,,1,0,FUN_000bfc78@0x0BFC78,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0C05CC 0x0C078C,,,,2
0x5CD042,scalar,,,1,,1,0,FUN_000bfc78@0x0BFC78,,static,enumerate_maps.py; direct load; 6 call site(s): 0x0BFE94 0x0C0000 0x0C0244 0x0C0478 0x0C0A58 0x0C0BB8,,,,6
0x5CD044,scalar,,,1,,2,1,FUN_000bfc78@0x0BFC78,,static,enumerate_maps.py; direct load; 4 call site(s): 0x0C014C 0x0C0378 0x0C05E0 0x0C082C,,,,4
0x5CD060,map_2d,0x5CD056,0x5CD04A,5,6,2,0,FUN_000bfc78@0x0BFC78 FUN_0012de80@0x12DE80,,static,enumerate_maps.py; lookup_2d_u16; 3 call site(s): 0x0BFD18 0x0BFD64 0x12DEFC; struct 0x5CD046,u16,u16,0x5CD046,3
0x5CD0B2,map_2d,0x5CD0A8,0x5CD0A0,5,4,2,0,FUN_000bfc78@0x0BFC78 FUN_001194a8@0x1194A8,,static,enumerate_maps.py; lookup_2d_u16; 2 call site(s): 0x0BFD80 0x1194C4; struct 0x5CD09C,u16,u16,0x5CD09C,2
0x5CD0DA,scalar,,,1,,2,0,FUN_000bfc78@0x0BFC78,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0BFD04,,,,1
0x5CD0DC,scalar,,,1,,2,0,FUN_000bfc78@0x0BFC78,,static,enumerate_maps.py; direct load; 4 call site(s): 0x0BFE40 0x0BFE70 0x0BFFAC 0x0BFFDC,,,,4
0x5CD0DE,scalar,,,1,,2,1,FUN_000bfc78@0x0BFC78 FUN_0012de80@0x12DE80,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0C07EC 0x12DEBC,,,,2
0x5CD0E0,scalar,,,1,,2,0,FUN_000d09a8@0x0D09A8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0D0A6C,,,,1
0x5CD0E2,scalar,,,1,,2,0,FUN_000d09a8@0x0D09A8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0D0A7C,,,,1
0x5CD0E4,scalar,,,1,,1,0,FUN_000d09a8@0x0D09A8 FUN_00125404@0x125404,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0D09C0 0x125420,,,,2
0x5CD0E6,scalar,,,1,,2,0,FUN_000d0b08@0x0D0B08,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0D0BCC,,,,1
0x5CD0E8,scalar,,,1,,2,0,FUN_000d0b08@0x0D0B08,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0D0BDC,,,,1
0x5CD0EA,scalar,,,1,,1,0,FUN_000d0b08@0x0D0B08 FUN_00125470@0x125470,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0D0B20 0x12548C,,,,2
0x5CD0EC,scalar,,,1,,1,0,FUN_000c106c@0x0C106C,,static,enumerate_maps.py; direct load; 7 call site(s): 0x0C19CC 0x0C19F8 0x0C1A98 0x0C1B8C 0x0C1BB0 0x0C207C ...,,,,7
0x5CD0ED,scalar,,,1,,1,0,FUN_000c106c@0x0C106C,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0C19C0 0x0C1B80,,,,2
0x5CD0EE,scalar,,,1,,1,0,FUN_000c106c@0x0C106C,,static,enumerate_maps.py; direct load; 6 call site(s): 0x0C1288 0x0C13F4 0x0C1638 0x0C186C 0x0C1E40 0x0C1FA0,,,,6
0x5CD0F0,scalar,,,1,,2,1,FUN_000c106c@0x0C106C,,static,enumerate_maps.py; direct load; 4 call site(s): 0x0C1540 0x0C176C 0x0C19D4 0x0C1C1C,,,,4
0x5CD10C,map_2d,0x5CD102,0x5CD0F6,5,6,2,0,FUN_000c106c@0x0C106C FUN_0012dfa8@0x12DFA8,,static,enumerate_maps.py; lookup_2d_u16; 3 call site(s): 0x0C110C 0x0C1158 0x12E020; struct 0x5CD0F2,u16,u16,0x5CD0F2,3
0x5CD15E,map_2d,0x5CD154,0x5CD14C,5,4,2,0,FUN_000c106c@0x0C106C FUN_001194e4@0x1194E4,,static,enumerate_maps.py; lookup_2d_u16; 2 call site(s): 0x0C1174 0x119500; struct 0x5CD148,u16,u16,0x5CD148,2
0x5CD186,scalar,,,1,,2,0,FUN_000c106c@0x0C106C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C10F8,,,,1
0x5CD188,scalar,,,1,,2,0,FUN_000c106c@0x0C106C,,static,enumerate_maps.py; direct load; 4 call site(s): 0x0C1234 0x0C1264 0x0C13A0 0x0C13D0,,,,4
0x5CD18A,scalar,,,1,,2,1,FUN_000c106c@0x0C106C FUN_0012dfa8@0x12DFA8,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0C1BE0 0x12DFE4,,,,2
0x5CD1A4,scalar,,,1,,1,0,FUN_0011f468@0x11F468,,static,enumerate_maps.py; direct load; 1 call site(s): 0x11F478,,,,1
0x5CD1A6,scalar,,,1,,1,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x121514,,,,1
0x5CD1A7,scalar,,,1,,1,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12142C,,,,1
0x5CD1A8,scalar,,,1,,1,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x121564,,,,1
0x5CD1A9,scalar,,,1,,1,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x12147C,,,,1
0x5CD1AA,scalar,,,1,,1,0,FUN_000c27a0@0x0C27A0,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0C2844 0x0C2B68,,,,2
0x5CD1AB,scalar,,,1,,1,0,FUN_000c27a0@0x0C27A0 FUN_0012e09c@0x12E09C,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0C2AB8 0x12E0F8,,,,2
0x5CD1AC,scalar,,,1,,1,0,FUN_0012e09c@0x12E09C,,static,enumerate_maps.py; direct load; 2 call site(s): 0x1214EC 0x12E120,,,,2
0x5CD1AD,scalar,,,1,,1,0,FUN_0012e09c@0x12E09C,,static,enumerate_maps.py; direct load; 2 call site(s): 0x121400 0x12E118,,,,2
0x5CD1AE,map_2d_data,,,6,6,2,1,FUN_000c27a0@0x0C27A0,,hypothesis,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C2A34; row count inferred from the 75 bytes before the next detected object,,,,1
0x5CD1EA,scalar,,,1,,1,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C3008,,,,1
0x5CD1EB,scalar,,,1,,1,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C2FEC,,,,1
0x5CD1EC,scalar,,,1,,1,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C3400,,,,1
0x5CD1ED,scalar,,,1,,1,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C31A8,,,,1
0x5CD1EE,scalar,,,1,,1,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C34A4,,,,1
0x5CD1EF,scalar,,,1,,1,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C3250,,,,1
0x5CD1F0,scalar,,,1,,1,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C337C,,,,1
0x5CD1F1,scalar,,,1,,1,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C3124,,,,1
0x5CD1F2,scalar,,,1,,2,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C351C,,,,1
0x5CD1F4,scalar,,,1,,2,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0C33D0 0x0C3478,,,,2
0x5CD1F6,scalar,,,1,,2,0,FUN_000c2fd4@0x0C2FD4,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0C3178 0x0C3220,,,,2
0x5CD1F8,scalar,,,1,,1,0,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C35F0,,,,1
0x5CD200,curve_1d,0x5CD1FA,,6,,1,0,FUN_0010099c@0x10099C,,static,enumerate_maps.py; lookup_1d_u8; 1 call site(s): 0x100ADC; struct 0x5CD1F9,u8,,0x5CD1F9,1
0x5CD206,scalar,,,1,,1,0,FUN_0010099c@0x10099C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100A08,,,,1
0x5CD207,scalar,,,1,,1,0,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C3604,,,,1
0x5CD208,scalar,,,1,,2,0,FUN_0010099c@0x10099C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100B10,,,,1
0x5CD21E,scalar,,,1,,1,0,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C3A64,,,,1
0x5CD222,curve_1d_shared,0x5CD21F,,3,,1,0,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; lookup_1d_g_s8_u8; 1 call site(s): 0x0C3A74,s8,,,1
0x5CD226,map_2d_data,,,,,2,1,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C3B48,,,,1
0x5CD326,map_2d_data,,,,,2,1,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C3B64,,,,1
0x5CD426,map_2d_data,,,,,2,1,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C3788,,,,1
0x5CD458,map_2d_data,,,,,2,1,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C37A4,,,,1
0x5CD48A,map_2d_data,,,,,2,1,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C3A4C,,,,1
0x5CD58A,map_2d_data,,,5,10,2,1,FUN_000c35c8@0x0C35C8,,hypothesis,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C3694; args recovered over an extended window; row count inferred from the 100 bytes before the next detected object,,,,1
0x5CD5EE,map_2d_data,,,8,16,2,1,FUN_000c3d58@0x0C3D58,,hypothesis,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C3DA8; row count inferred from the 256 bytes before the next detected object,,,,1
0x5CD6EE,map_2d_data,,,8,16,2,1,FUN_000c3d58@0x0C3D58,,hypothesis,"enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C3D88; row count taken from the identically shaped map at 0x5CD5EE, which ends exactly here",,,,1
0x5CD7EE,scalar,,,1,,1,0,FUN_0010099c@0x10099C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100A90,,,,1
0x5CD7EF,scalar,,,1,,1,0,FUN_0010099c@0x10099C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100A8C,,,,1
0x5CD800,map_2d_shared,0x5CD7FC,0x5CD7F0,4,6,1,0,FUN_0010099c@0x10099C,,static,enumerate_maps.py; lookup_2d_g_u16_u8_u8; 1 call site(s): 0x100AA8,u8,u16,,1
0x5CD818,map_2d_data,,,8,16,2,1,FUN_000c35c8@0x0C35C8,,hypothesis,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C3978; row count inferred from the 256 bytes before the next detected object,,,,1
0x5CD918,map_2d_data,,,,,2,1,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C36B0,,,,1
0x5CD986,map_2d,0x5CD96E,0x5CD94E,12,16,2,1,FUN_000c3580@0x0C3580 FUN_000c3d58@0x0C3D58 FUN_0010099c@0x10099C,,static,enumerate_maps.py; lookup_2d_u16_s16; 3 call site(s): 0x0C35B0 0x0C3DF4 0x100BD8; struct 0x5CD94A,u16,u16,0x5CD94A,3
0x5CDB42,map_2d,0x5CDB2A,0x5CDB0A,12,16,2,1,FUN_000c353c@0x0C353C FUN_000c3d58@0x0C3D58 FUN_0010099c@0x10099C,,static,enumerate_maps.py; lookup_2d_u16_s16; 3 call site(s): 0x0C356C 0x0C3E2C 0x100B9C; struct 0x5CDB06,u16,u16,0x5CDB06,3
0x5CDCEE,map_2d,0x5CDCDE,0x5CDCC6,8,12,2,1,FUN_0010099c@0x10099C,,static,enumerate_maps.py; lookup_2d_u16_s16; 1 call site(s): 0x1009D4; struct 0x5CDCC2,u16,u16,0x5CDCC2,1
0x5CDDB4,curve_1d,0x5CDDB0,,2,,2,0,FUN_0010099c@0x10099C,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x100AF0; struct 0x5CDDAE,u16,,0x5CDDAE,1
0x5CDDB8,scalar,,,1,,2,0,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C3630,,,,1
0x5CDDC4,curve_1d,0x5CDDBC,,4,,2,0,FUN_0010099c@0x10099C,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x100BF0; struct 0x5CDDBA,u16,,0x5CDDBA,1
0x5CDDCC,scalar,,,1,,2,0,FUN_0010099c@0x10099C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100AB8,,,,1
0x5CDDD6,curve_1d_shared,0x5CDDCE,,4,,2,1,FUN_0010099c@0x10099C,,static,enumerate_maps.py; lookup_1d_g_u16_s16; 1 call site(s): 0x100AC8,u16,,,1
0x5CDDDE,scalar,,,1,,2,1,FUN_000a07f8@0x0A07F8 FUN_000bf090@0x0BF090 FUN_000bfc78@0x0BFC78 FUN_000c27a0@0x0C27A0 ...,,static,enumerate_maps.py; direct load; 12 call site(s): 0x0A08E4 0x0BFB3C 0x0C07F4 0x0C2D68 0x0C3EB8 0x1215D8 ...,,,,12
0x5CDDE0,scalar,,,1,,2,1,FUN_0010099c@0x10099C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x1009E4,,,,1
0x5CDDE2,scalar,,,1,,2,1,FUN_0010099c@0x10099C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100A50,,,,1
0x5CDDE4,scalar,,,1,,2,1,FUN_0010099c@0x10099C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100A5C,,,,1
0x5CDDE6,scalar,,,1,,2,1,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C3D28,,,,1
0x5CDDF2,curve_1d,0x5CDDEA,,4,,2,1,FUN_0043cf2c@0x43CF2C,,static,enumerate_maps.py; lookup_1d_s16; 1 call site(s): 0x43CF68; struct 0x5CDDE8,s16,,0x5CDDE8,1
0x5CDE04,curve_1d,0x5CDDFC,,4,,2,1,FUN_001215ac@0x1215AC,,static,enumerate_maps.py; lookup_1d_s16; 1 call site(s): 0x1215C8; struct 0x5CDDFA,s16,,0x5CDDFA,1
0x5CDE0C,scalar,,,1,,2,1,FUN_00119520@0x119520 FUN_0012de80@0x12DE80,,static,enumerate_maps.py; direct load; 3 call site(s): 0x119530 0x12DE94 0x12E148,,,,3
0x5CDE15,curve_1d,0x5CDE0F,,6,,1,0,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; lookup_1d_u8; 1 call site(s): 0x100DEC; struct 0x5CDE0E,u8,,0x5CDE0E,1
0x5CDE22,curve_1d,0x5CDE1C,,6,,1,0,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; lookup_1d_u8; 1 call site(s): 0x100D4C; struct 0x5CDE1B,u8,,0x5CDE1B,1
0x5CDE28,scalar,,,1,,1,0,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100C78,,,,1
0x5CDE3E,scalar,,,1,,1,0,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C441C,,,,1
0x5CDE42,curve_1d_shared,0x5CDE3F,,3,,1,0,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; lookup_1d_g_s8_u8; 1 call site(s): 0x0C442C,s8,,,1
0x5CDE46,map_2d_data,,,,,2,1,FUN_000c4708@0x0C4708,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C47E4,,,,1
0x5CDF46,map_2d_data,,,,,2,1,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C4500,,,,1
0x5CE046,map_2d_data,,,,,2,1,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C451C,,,,1
0x5CE146,map_2d_data,,,,,2,1,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C40FC,,,,1
0x5CE178,map_2d_data,,,,,2,1,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C4118,,,,1
0x5CE1AA,map_2d_data,,,,,2,1,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C4404,,,,1
0x5CE2AA,map_2d_data,,,5,5,2,1,FUN_000c3fa4@0x0C3FA4,,hypothesis,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C4008; row count inferred from the 50 bytes before the next detected object,,,,1
0x5CE2DC,map_2d_data,,,8,16,2,1,FUN_000c4708@0x0C4708,,hypothesis,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C4734; row count inferred from the 258 bytes before the next detected object,,,,1
0x5CE3DC,scalar,,,1,,1,0,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100D00,,,,1
0x5CE3DD,scalar,,,1,,1,0,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100CFC,,,,1
0x5CE3EE,map_2d_shared,0x5CE3EA,0x5CE3DE,4,6,1,0,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; lookup_2d_g_u16_u8_u8; 1 call site(s): 0x100D18,u8,u16,,1
0x5CE406,map_2d_data,,,8,16,2,1,FUN_000c3fa4@0x0C3FA4,,hypothesis,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C42EC; row count inferred from the 256 bytes before the next detected object,,,,1
0x5CE506,map_2d_data,,,5,5,2,1,FUN_000c3fa4@0x0C3FA4,,hypothesis,enumerate_maps.py; interp_2d_s16; 1 call site(s): 0x0C4024; row count inferred from the 50 bytes before the next detected object,,,,1
0x5CE574,map_2d,0x5CE55C,0x5CE53C,12,16,2,1,FUN_000c3f5c@0x0C3F5C FUN_000c4708@0x0C4708 FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; lookup_2d_u16_s16; 3 call site(s): 0x0C3F8C 0x0C4834 0x100DD4; struct 0x5CE538,u16,u16,0x5CE538,3
0x5CE730,map_2d,0x5CE718,0x5CE6F8,12,16,2,1,FUN_000c3f18@0x0C3F18 FUN_000c4708@0x0C4708 FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; lookup_2d_u16_s16; 3 call site(s): 0x0C3F48 0x0C4870 0x100D98; struct 0x5CE6F4,u16,u16,0x5CE6F4,3
0x5CE8DC,map_2d,0x5CE8CC,0x5CE8B4,8,12,2,1,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; lookup_2d_u16_s16; 1 call site(s): 0x100C44; struct 0x5CE8B0,u16,u16,0x5CE8B0,1
0x5CE99C,scalar,,,1,,2,0,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C3FE0,,,,1
0x5CE9A8,curve_1d,0x5CE9A0,,4,,2,0,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x100E00; struct 0x5CE99E,u16,,0x5CE99E,1
0x5CE9B0,scalar,,,1,,2,0,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100D28,,,,1
0x5CE9BA,curve_1d_shared,0x5CE9B2,,4,,2,1,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; lookup_1d_g_u16_s16; 1 call site(s): 0x100D38,u16,,,1
0x5CE9C2,scalar,,,1,,2,1,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100CC0,,,,1
0x5CE9C4,scalar,,,1,,2,1,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100CCC,,,,1
0x5CE9C6,scalar,,,1,,2,1,FUN_00100c0c@0x100C0C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x100C54,,,,1
0x5CE9C8,scalar,,,1,,2,1,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C46D8,,,,1
0x5CE9D4,curve_1d,0x5CE9CC,,4,,2,1,FUN_0043d290@0x43D290,,static,enumerate_maps.py; lookup_1d_s16; 1 call site(s): 0x43D2B8; struct 0x5CE9CA,s16,,0x5CE9CA,1
0x5CE9E6,curve_1d,0x5CE9DE,,4,,2,1,FUN_00121608@0x121608,,static,enumerate_maps.py; lookup_1d_s16; 1 call site(s): 0x121624; struct 0x5CE9DC,s16,,0x5CE9DC,1
0x5CE9EE,scalar,,,1,,2,1,FUN_00119574@0x119574 FUN_0012dfa8@0x12DFA8,,static,enumerate_maps.py; direct load; 3 call site(s): 0x119584 0x12DFBC 0x12E164,,,,3
0x5CE9F0,scalar,,,1,,2,1,FUN_000bfc78@0x0BFC78,,static,enumerate_maps.py; direct load; 3 call site(s): 0x054600 0x0C03C0 0x12E13C,,,,3
0x5CE9F2,scalar,,,1,,2,1,FUN_000c106c@0x0C106C,,static,enumerate_maps.py; direct load; 2 call site(s): 0x05459C 0x0C17B4,,,,2
0x5CE9F4,scalar,,,1,,2,1,FUN_000bfc78@0x0BFC78,,static,enumerate_maps.py; direct load; 2 call site(s): 0x054604 0x0C0190,,,,2
0x5CE9F6,scalar,,,1,,2,1,FUN_000c106c@0x0C106C,,static,enumerate_maps.py; direct load; 3 call site(s): 0x0545A8 0x0C1584 0x12E158,,,,3
0x5CE9FA,axis,0x5CE9FA,,5,,2,0,FUN_000c4968@0x0C4968,,static,enumerate_maps.py; axis_search_u16; 1 call site(s): 0x0C49D0; struct 0x5CE9F8,u16,,0x5CE9F8,1
0x5CEA06,axis,0x5CEA06,,5,,2,0,FUN_000c4968@0x0C4968,,static,enumerate_maps.py; axis_search_u16; 1 call site(s): 0x0C4980; struct 0x5CEA04,u16,,0x5CEA04,1
0x5CEA12,axis,0x5CEA12,,5,,2,0,FUN_000c4968@0x0C4968,,static,enumerate_maps.py; axis_search_u16; 1 call site(s): 0x0C4A30; struct 0x5CEA10,u16,,0x5CEA10,1
0x5CEA1E,axis,0x5CEA1E,,6,,2,0,FUN_000c4968@0x0C4968,,static,enumerate_maps.py; axis_search_u16; 1 call site(s): 0x0C4A44; struct 0x5CEA1C,u16,,0x5CEA1C,1
0x5CEA2C,axis,0x5CEA2C,,16,,2,0,FUN_000c4968@0x0C4968,,static,enumerate_maps.py; axis_search_u16; 1 call site(s): 0x0C49F8; struct 0x5CEA2A,u16,,0x5CEA2A,1
0x5CEA4E,axis,0x5CEA4E,,16,,2,0,FUN_000c4968@0x0C4968,,static,enumerate_maps.py; axis_search_u16; 1 call site(s): 0x0C49A8; struct 0x5CEA4C,u16,,0x5CEA4C,1
0x5CEA6E,scalar,,,1,,2,0,FUN_000c35c8@0x0C35C8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C366C,,,,1
0x5CEA70,axis,0x5CEA70,,5,,2,0,FUN_000c4968@0x0C4968,,static,enumerate_maps.py; axis_search_u16; 1 call site(s): 0x0C49E4; struct 0x5CEA6E,u16,,0x5CEA6E,1
0x5CEA7A,scalar,,,1,,2,0,FUN_000c3fa4@0x0C3FA4,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0C3FF4 0x0C4010,,,,2
0x5CEA7C,axis,0x5CEA7C,,5,,2,0,FUN_000c4968@0x0C4968,,static,enumerate_maps.py; axis_search_u16; 1 call site(s): 0x0C4994; struct 0x5CEA7A,u16,,0x5CEA7A,1
