var_id,ram_addr,size,name_or_blank,scaling_or_blank,evidence
1,0x7fce95,1,cand_mw_nmot,fmt=0x01 A=0xc8,handler 0x3915c; grp 001.1 engine speed [COMMUNITY] + fmt 0x01 A=0xC8 -> 40 rpm/LSB; tools/measuring_vars.py
2,0x7fef74,1,cand_mw_rl,fmt=0x21 A=0x85,handler 0x3916c; grp 002.2 engine load [COMMUNITY] + fmt 0x21 A=0x85 -> %; tools/measuring_vars.py
3,0x80303a,2,,fmt=0x21 A=0x11,handler 0x3917c; tools/measuring_vars.py
4,0x803030,2,,fmt=0x21 A=0x11,handler 0x39184; tools/measuring_vars.py
7,0x7fcfeb,1,,fmt=0x21 A=0xff,handler 0x3918c; tools/measuring_vars.py
8,0x8035e6,2,,fmt=0x21 A=0xff,handler 0x391a8; tools/measuring_vars.py
9,0x7fef87,1,,fmt=0x1b A=0x4b,handler 0x391c4; tools/measuring_vars.py
10,0x7fefa2,2,cand_mw_ml,fmt=0x19,handler 0x391dc; grp 003.2 mass air flow [COMMUNITY] + fmt 0x19 -> g/s; tools/measuring_vars.py
13,0x8021ef,1,,fmt=0x10 A=0xff,"handler 0x3920c; also reads 0x7fce95/1,0x7fcfeb/1,0x7fd1dd/1,0x7fecbf/1,0x7fe874/1,0x801a75/1+more; tools/measuring_vars.py"
14,0x7fce96,1,cand_mw_nmot_fine,fmt=0x01 A=0x32,handler 0x392e8; grp 050.1 [HYPOTHESIS] + fmt 0x01 A=0x32 -> 10 rpm/LSB; RAM byte adjacent to id 1; tools/measuring_vars.py
15,0x802529,1,cand_mw_nsoll,fmt=0x01 A=0x32,handler 0x392f8; grp 050.2 idle speed setpoint [HYPOTHESIS] + fmt 0x01 A=0x32; tools/measuring_vars.py
16,0x803594,2,,fmt=0x34,handler 0x39308; tools/measuring_vars.py
17,0x7fd472,1,,fmt=0x21 A=0xff,handler 0x3935c; tools/measuring_vars.py
18,0x803598,2,,fmt=0x21 A=0xff,handler 0x39378; tools/measuring_vars.py
19,0x8035a4,2,,fmt=0x14 A=0x19,handler 0x39394; tools/measuring_vars.py
20,0x7fe874,1,,fmt=0x10 A=0x3f,"handler 0x393dc; also reads 0x80223a/1,0x7fe877/1,0x7fd0b6/1; tools/measuring_vars.py"
21,0x8035f4,2,,fmt=0x21 A=0xff,handler 0x3945c; tools/measuring_vars.py
22,0x803600,2,,fmt=0x21 A=0xff,handler 0x39478; tools/measuring_vars.py
25,0x802257,1,,fmt=0x07 A=0x7d,handler 0x39494; tools/measuring_vars.py
28,0x802e00,2,,fmt=0x14 A=0x32,handler 0x394a4; tools/measuring_vars.py
29,0x802df8,2,,fmt=0x14 A=0x32,handler 0x394f8; tools/measuring_vars.py
31,0x801e5a,2,,fmt=0x14 A=0x0c,handler 0x3954c; tools/measuring_vars.py
32,0x801e48,2,,fmt=0x14 A=0x0c,handler 0x39594; tools/measuring_vars.py
33,0x801e36,2,,fmt=0x14 A=0x32,handler 0x395dc; tools/measuring_vars.py
34,0x801e28,2,,fmt=0x14 A=0x32,handler 0x39630; tools/measuring_vars.py
39,0x803010,2,,fmt=0x42 A=0x0a,handler 0x39684; tools/measuring_vars.py
40,0x80300a,2,,fmt=0x42 A=0x0a,handler 0x396c4; tools/measuring_vars.py
41,0x802fea,2,,fmt=0x1f A=0x14,handler 0x39704; tools/measuring_vars.py
42,0x802fe8,2,,fmt=0x1f A=0x14,handler 0x39730; tools/measuring_vars.py
43,0x80304a,2,,fmt=0x1f A=0x14,handler 0x3975c; tools/measuring_vars.py
44,0x803048,2,,fmt=0x1f A=0x14,handler 0x39788; tools/measuring_vars.py
45,0x802bea,2,,fmt=0x1f A=0x14,handler 0x397b4; tools/measuring_vars.py
46,0x802be8,2,,fmt=0x1f A=0x14,handler 0x397e0; tools/measuring_vars.py
47,0x7fd1dd,1,,fmt=0x10 A=0x1f,"handler 0x3980c; also reads 0x7fd1b2/1,0x80150c/1,0x801cd4/1; tools/measuring_vars.py"
48,0x801c96,1,,fmt=0x10 A=0x0f,"handler 0x3987c; also reads 0x7fd22b/1,0x7fea1a/1; tools/measuring_vars.py"
49,0x7fd1de,1,,fmt=0x10 A=0x1f,"handler 0x398e8; also reads 0x7fd1b2/1,0x80150d/1,0x801cd4/1; tools/measuring_vars.py"
50,0x801c97,1,,fmt=0x10 A=0x0f,"handler 0x39958; also reads 0x7fd22c/1,0x7fea1b/1; tools/measuring_vars.py"
51,0x7f9425,1,,fmt=0x22 A=0x4b,handler 0x399c4; tools/measuring_vars.py
52,0x8020ae,2,,fmt=0x15 A=0x9c,handler 0x399dc; tools/measuring_vars.py
53,0x7f9426,1,,fmt=0x22 A=0x4b,handler 0x399f0; tools/measuring_vars.py
54,0x8020b0,2,,fmt=0x15 A=0x9c,handler 0x39a08; tools/measuring_vars.py
55,0x7f9427,1,,fmt=0x22 A=0x4b,handler 0x39a1c; tools/measuring_vars.py
56,0x8020b2,2,,fmt=0x15 A=0x9c,handler 0x39a34; tools/measuring_vars.py
57,0x7f9428,1,,fmt=0x22 A=0x4b,handler 0x39a48; tools/measuring_vars.py
58,0x8020b4,2,,fmt=0x15 A=0x9c,handler 0x39a60; tools/measuring_vars.py
59,0x7f9429,1,,fmt=0x22 A=0x4b,handler 0x39a74; tools/measuring_vars.py
60,0x8020b6,2,,fmt=0x15 A=0x9c,handler 0x39a8c; tools/measuring_vars.py
61,0x7fce76,1,,fmt=0x22 A=0x4b,handler 0x39aa0; tools/measuring_vars.py
62,0x8020b8,2,,fmt=0x15 A=0x9c,handler 0x39ab8; tools/measuring_vars.py
67,0x7fcfd3,1,,fmt=0x14 A=0x64,handler 0x39acc; tools/measuring_vars.py
68,0x800eda,2,,fmt=0x14 A=0x64,handler 0x39af8; tools/measuring_vars.py
69,0x801076,2,,fmt=0x21 A=0x85,handler 0x39b24; tools/measuring_vars.py
71,0x80108e,2,,fmt=0x21 A=0x43,handler 0x39b4c; tools/measuring_vars.py
74,0x7fd588,4,,fmt=0x16 A=0xff,handler 0x39b74; tools/measuring_vars.py
80,0x8021ef,1,cand_mw_tmot,fmt=0x05 A=0x0a,handler 0x39ba4; grp 001.2 coolant temperature [COMMUNITY] + fmt 0x05 A=0x0A -> degC; tools/measuring_vars.py
81,0x80345e,2,,fmt=0x15 A=0x5e,handler 0x39bc8; tools/measuring_vars.py
83,0x7fd5a0,4,,fmt=0x16 A=0xff,handler 0x39bdc; tools/measuring_vars.py
84,0x7fefae,2,,fmt=0x12 A=0xfa,handler 0x39c0c; tools/measuring_vars.py
85,0x8021cc,1,,fmt=0x05 A=0x0a,handler 0x39c20; tools/measuring_vars.py
86,0x80225e,2,,fmt=0x07 A=0x64,handler 0x39c44; tools/measuring_vars.py
87,0x7fce08,1,,fmt=0x25 A=0x00,"handler 0x39c6c; also reads 0x7fecf8/1,0x7fd442/1,0x7fecbf/1; tools/measuring_vars.py"
88,0x7fce57,1,,fmt=0x22 A=0x4b,handler 0x39cd0; tools/measuring_vars.py
89,0x7fce58,1,,fmt=0x22 A=0x4b,handler 0x39ce8; tools/measuring_vars.py
90,0x7fce59,1,,fmt=0x22 A=0x4b,handler 0x39d00; tools/measuring_vars.py
91,0x7fce5a,1,,fmt=0x22 A=0x4b,handler 0x39d18; tools/measuring_vars.py
92,0x7fce5b,1,,fmt=0x22 A=0x4b,handler 0x39d30; tools/measuring_vars.py
93,0x7fce5c,1,,fmt=0x22 A=0x4b,handler 0x39d48; tools/measuring_vars.py
94,0x7fce5d,1,,fmt=0x22 A=0x4b,handler 0x39d60; tools/measuring_vars.py
95,0x7fce5e,1,,fmt=0x22 A=0x4b,handler 0x39d78; tools/measuring_vars.py
96,0x7f9b36,1,,fmt=0x01 A=0xc8,handler 0x39d90; also reads 0x7f9da1/1; tools/measuring_vars.py
97,0x7f9b37,1,,fmt=0x01 A=0xc8,handler 0x39dc4; also reads 0x7f9da1/1; tools/measuring_vars.py
98,0x7f9b34,1,,fmt=0x21 A=0xff,handler 0x39df8; also reads 0x7f9da1/1; tools/measuring_vars.py
99,0x7f9b35,1,,fmt=0x21 A=0xff,handler 0x39e2c; also reads 0x7f9da1/1; tools/measuring_vars.py
100,0x7fef85,1,,fmt=0x1b A=0x4b,handler 0x39e60; tools/measuring_vars.py
101,0x8033b2,2,,fmt=0x36,handler 0x39e78; tools/measuring_vars.py
102,0x80265f,1,,fmt=0x21 A=0xc8,handler 0x39e88; tools/measuring_vars.py
103,0x800fa8,2,,fmt=0x1f A=0x28,handler 0x39e98; tools/measuring_vars.py
106,0x801a74,1,,fmt=0x61 A=0x0a,handler 0x39eac; tools/measuring_vars.py
111,0x7f9d8f,1,,fmt=0x25 A=0x00,handler 0x39ebc; also reads 0x7fd1bd/1; tools/measuring_vars.py
112,0x7f9d91,1,,fmt=0x25 A=0x00,handler 0x39f10; also reads 0x7fd1bd/1; tools/measuring_vars.py
113,0x7f9d77,1,,fmt=0x25 A=0x00,handler 0x39f60; also reads 0x7fd22b/1; tools/measuring_vars.py
114,0x7f9d79,1,,fmt=0x25 A=0x00,handler 0x39fb8; also reads 0x7fd22c/1; tools/measuring_vars.py
115,0x7f9d8f,1,,fmt=0x25 A=0x00,"handler 0x3a010; also reads 0x7fed6c/2,0x801c96/1; tools/measuring_vars.py"
116,0x7f9d91,1,,fmt=0x25 A=0x00,"handler 0x3a06c; also reads 0x7fed6c/2,0x801c97/1; tools/measuring_vars.py"
117,0x801a75,1,,fmt=0x61 A=0x0a,handler 0x3a0c8; tools/measuring_vars.py
120,0x803008,2,,fmt=0x50,handler 0x3a0d8; also reads 0x7fd249/1; tools/measuring_vars.py
121,0x803006,2,,fmt=0x50,handler 0x3a14c; also reads 0x7fd249/1; tools/measuring_vars.py
122,0x80150c,1,,fmt=0x25 A=0x00,handler 0x3a1c0; tools/measuring_vars.py
123,0x7fea1a,1,,fmt=0x25 A=0x00,handler 0x3a1e8; tools/measuring_vars.py
124,0x80150d,1,,fmt=0x25 A=0x00,handler 0x3a210; tools/measuring_vars.py
125,0x7fea1b,1,,fmt=0x25 A=0x00,handler 0x3a238; tools/measuring_vars.py
130,0x80223b,1,,fmt=0x36 A=0x00,handler 0x3a260; tools/measuring_vars.py
131,0x7fe877,1,,fmt=0x25 A=0x00,handler 0x3a288; tools/measuring_vars.py
132,0x7fe875,1,,fmt=0x25 A=0x01,handler 0x3a2ac; also reads 0x7fe874/1; tools/measuring_vars.py
133,0x8020d7,1,,fmt=0x21 A=0xff,handler 0x3a30c; tools/measuring_vars.py
134,0x7fcfd9,1,,fmt=0x21 A=0xff,handler 0x3a328; tools/measuring_vars.py
135,0x80355a,2,,fmt=0x14 A=0x19,handler 0x3a344; tools/measuring_vars.py
136,0x7fefac,2,,fmt=0x19,handler 0x3a38c; tools/measuring_vars.py
137,0x7f9c51,1,,fmt=0x10 A=0xff,"handler 0x3a3bc; also reads 0x7f9ce9/1,0x7f9d67/1,0x7f9d65/1; tools/measuring_vars.py"
138,0x7f9c63,1,,fmt=0x10 A=0xff,"handler 0x3a42c; also reads 0x7f9d69/1,0x7f9d71/1,0x7f9cb9/1,0x7f9e2f/1,0x7f9e07/1,0x7f9ca5/1+more; tools/measuring_vars.py"
139,0x7f9dfb,1,,fmt=0x10 A=0xff,"handler 0x3a4ec; also reads 0x7f9e03/1,0x7f9d03/1,0x7f9cf7/1,0x7f9dc9/1,0x7f9cf5/1,0x7f9dc7/1; tools/measuring_vars.py"
140,0x7f9ce9,1,,fmt=0x25 A=0x00,"handler 0x3a58c; also reads 0x7f9ceb/1,0x8010c5/1; tools/measuring_vars.py"
141,0x7fe90e,1,,fmt=0x25 A=0x00,handler 0x3a5f4; tools/measuring_vars.py
142,0x7fe9b4,1,,fmt=0x10 A=0xff,"handler 0x3a61c; also reads 0x7fd1b0/1,0x7f91ca/1,0x801348/1,0x7fd1ae/1,0x7fe9a8/1; indexed-access base 0x7f8890; tools/measuring_vars.py"
143,0x7fcfbb,1,,fmt=0x25 A=0x01,handler 0x3a708; tools/measuring_vars.py
144,0x7fe8aa,1,,fmt=0x25 A=0x00,handler 0x3a7ac; tools/measuring_vars.py
145,0x802bb4,2,,fmt=0x34 A=0xf5,handler 0x3a7d4; tools/measuring_vars.py
146,0x802b8a,2,,fmt=0x34 A=0xf5,handler 0x3a81c; also reads 0x802b8c/2; tools/measuring_vars.py
147,0x802650,2,,fmt=0x34 A=0xf5,handler 0x3a878; also reads 0x803598/2; tools/measuring_vars.py
148,0x802b8a,2,,fmt=0x25 A=0x00,"handler 0x3a8e0; also reads 0x80360e/2,0x802b8c/2,0x803600/2; tools/measuring_vars.py"
149,0x802bae,2,,fmt=0x25 A=0x00,"handler 0x3a91c; also reads 0x80360e/2,0x802bb4/2,0x803600/2; tools/measuring_vars.py"
150,0x7fd291,1,,fmt=0x25 A=0x00,handler 0x3a958; tools/measuring_vars.py
151,0x800ee6,2,,fmt=0x12 A=0x7d,handler 0x3a988; tools/measuring_vars.py
154,0x80344e,2,,fmt=0x17 A=0x64,handler 0x3a9b0; tools/measuring_vars.py
155,0x803450,2,,fmt=0x17 A=0x64,handler 0x3a9d8; tools/measuring_vars.py
156,0x803456,2,,fmt=0x17 A=0x64,handler 0x3aa00; tools/measuring_vars.py
157,0x803458,2,,fmt=0x17 A=0x64,handler 0x3aa28; tools/measuring_vars.py
164,0x7fcfcd,1,,fmt=0x36 A=0x00,handler 0x3aa50; tools/measuring_vars.py
165,0x7f9d65,1,,fmt=0x25 A=0x00,"handler 0x3aa60; also reads 0x7f9d67/1,0x7feaa3/1; tools/measuring_vars.py"
166,0x7fcfcc,1,,fmt=0x25 A=0x00,"handler 0x3aaec; also reads 0x7f9150/1,0x7fed74/2,0x7fcfd5/1; tools/measuring_vars.py"
167,0x801e7d,1,,fmt=0x08 A=0x0a,handler 0x3ac18; tools/measuring_vars.py
168,0x803132,2,,fmt=0x14 A=0x40,handler 0x3ac28; tools/measuring_vars.py
169,0x803116,2,,fmt=0x21 A=0xff,handler 0x3ac44; also reads 0x803146/2; calls 0x40c2bc; tools/measuring_vars.py
170,0x8030fe,2,,fmt=0x17 A=0x64,handler 0x3ac90; tools/measuring_vars.py
171,0x80315c,2,,fmt=0x14 A=0x18,handler 0x3aca4; tools/measuring_vars.py
172,0x7f917e,1,,fmt=0x10 A=0xff,handler 0x3acf0; tools/measuring_vars.py
173,0x7f9d4b,1,,fmt=0x10 A=0xff,"handler 0x3ad64; also reads 0x7f9d4d/1,0x7f9dff/1,0x7f9d3f/1,0x7f9cb9/1,0x7f9d37/1,0x7f9d41/1+more; tools/measuring_vars.py"
174,0x7f9d4b,1,,fmt=0x10 A=0xff,"handler 0x3ae30; also reads 0x7f9d4d/1,0x7f9dff/1,0x7f9d3f/1,0x7f9cb9/1,0x7f9d43/1,0x7f9d37/1+more; tools/measuring_vars.py"
175,0x7f9d29,1,,fmt=0x10 A=0xff,"handler 0x3af40; also reads 0x7f9e23/1,0x7f9d7b/1,0x7f9d7f/1,0x7f9d87/1,0x7f9d8b/1,0x7f9d83/1+more; tools/measuring_vars.py"
176,0x7f9d2b,1,,fmt=0x10 A=0xff,"handler 0x3b030; also reads 0x7f9e25/1,0x7f9d7d/1,0x7f9d81/1,0x7f9d89/1,0x7f9d8d/1,0x7f9d85/1+more; tools/measuring_vars.py"
177,0x7f9d29,1,,fmt=0x10 A=0xff,"handler 0x3b120; also reads 0x7f9e23/1,0x7f9d7b/1,0x7f9d7f/1,0x7f9d87/1,0x7f9d8b/1,0x7f9d83/1+more; tools/measuring_vars.py"
178,0x7f9d2b,1,,fmt=0x10 A=0xff,"handler 0x3b210; also reads 0x7f9e25/1,0x7f9d7d/1,0x7f9d81/1,0x7f9d89/1,0x7f9d8d/1,0x7f9d85/1+more; tools/measuring_vars.py"
181,0x80211c,2,,fmt=0x22 A=0x64,handler 0x3b300; also reads 0x7f949c/1; tools/measuring_vars.py
183,0x801166,2,,fmt=0x22 A=0x64,handler 0x3b31c; tools/measuring_vars.py
188,0x8022a4,2,,fmt=0x14 A=0x80,handler 0x3b360; tools/measuring_vars.py
192,0x8024a1,1,,fmt=0x07 A=0x64,handler 0x3b3a8; also reads 0x7fcdff/1; tools/measuring_vars.py
193,0x7fecd6,1,,fmt=0x10 A=0xff,"handler 0x3b3f4; also reads 0x7fecd7/1,0x7fecdc/1,0x7fcdff/1,0x802477/1; tools/measuring_vars.py"
194,0x7feb93,1,,fmt=0x10 A=0xff,"handler 0x3b4c4; also reads 0x7feb92/1,0x7fd43a/1,0x7fd120/1,0x7fec60/1,0x7fd121/1; tools/measuring_vars.py"
195,0x7f9dff,1,,fmt=0x25 A=0x00,handler 0x3b604; also reads 0x801e7a/1; tools/measuring_vars.py
199,0x7fce77,1,,fmt=0x22 A=0x4b,handler 0x3b654; tools/measuring_vars.py
205,0x8028ea,2,,fmt=0x19,handler 0x3b66c; tools/measuring_vars.py
206,0x800faa,2,,fmt=0x1f A=0x28,handler 0x3b69c; tools/measuring_vars.py
210,0x801ecf,1,,fmt=0x14 A=0x64,handler 0x3b6b0; tools/measuring_vars.py
211,0x802ac2,2,,fmt=0x3c,handler 0x3b6c8; tools/measuring_vars.py
212,0x7fd1dd,1,,fmt=0x25 A=0x00,handler 0x3b6dc; tools/measuring_vars.py
213,0x7f9cf9,1,,fmt=0x25 A=0x00,"handler 0x3b704; also reads 0x7f9cfb/1,0x7fd2a0/1; tools/measuring_vars.py"
214,0x7f9dc7,1,,fmt=0x25 A=0x00,"handler 0x3b774; also reads 0x7f9dc9/1,0x801e65/1; tools/measuring_vars.py"
215,0x7f9cf5,1,,fmt=0x25 A=0x00,"handler 0x3b7e4; also reads 0x7f9cf7/1,0x801e64/1; tools/measuring_vars.py"
218,0x802b08,2,,fmt=0x25 A=0x01,"handler 0x3b854; also reads 0x7fd094/1,0x7f9c8f/1; tools/measuring_vars.py"
219,0x7fef8f,1,,fmt=0x25 A=0x01,"handler 0x3b8c4; also reads 0x7fef93/1,0x802b2e/2,0x802b32/2,0x802b36/2,0x7fd0d8/1,0x7f9c8f/1; tools/measuring_vars.py"
220,0x7fcdff,1,,fmt=0x25 A=0x01,"handler 0x3b9c0; also reads 0x7fe962/1,0x7f9c8f/1; tools/measuring_vars.py"
221,0x7fef93,1,,fmt=0x25 A=0x01,"handler 0x3ba30; also reads 0x7fef8f/1,0x7fe980/1,0x7f9c8f/1; tools/measuring_vars.py"
222,0x7f9398,2,,fmt=0x3d A=0xff,handler 0x3bab8; tools/measuring_vars.py
223,0x7f9396,2,,fmt=0x3d A=0xff,handler 0x3bb00; tools/measuring_vars.py
224,0x8033b6,2,,fmt=0x36,handler 0x3bb48; tools/measuring_vars.py
225,0x8033b8,2,,fmt=0x36,handler 0x3bb58; tools/measuring_vars.py
226,0x8033ba,2,,fmt=0x36,handler 0x3bb68; tools/measuring_vars.py
227,0x8033bc,2,,fmt=0x36,handler 0x3bb78; tools/measuring_vars.py
228,0x8033be,2,,fmt=0x36,handler 0x3bb88; tools/measuring_vars.py
229,0x8033c0,2,,fmt=0x36,handler 0x3bb98; tools/measuring_vars.py
230,0x8033c2,2,,fmt=0x36,handler 0x3bba8; tools/measuring_vars.py
231,0x8033c4,2,,fmt=0x36,handler 0x3bbb8; tools/measuring_vars.py
232,0x7feb42,1,,fmt=0x25 A=0x00,handler 0x3bbc8; tools/measuring_vars.py
256,0x802dfe,2,,fmt=0x14 A=0x64,handler 0x3bbf0; tools/measuring_vars.py
257,0x802dfc,2,,fmt=0x14 A=0x64,handler 0x3bc04; tools/measuring_vars.py
282,0x8027f6,2,,fmt=0x12 A=0xfa,handler 0x3bc18; tools/measuring_vars.py
284,0x7feb74,1,,fmt=0x25 A=0x00,"handler 0x3bc2c; also reads 0x7fed76/2,0x7fd47b/1; tools/measuring_vars.py"
285,0x7feb74,1,,fmt=0x25 A=0x00,handler 0x3bc98; also reads 0x7fd47c/1; tools/measuring_vars.py
290,0x801e94,2,,fmt=0x35,handler 0x3bd34; tools/measuring_vars.py
291,0x801ea0,2,,fmt=0x1f A=0xa0,handler 0x3bd3c; tools/measuring_vars.py
293,0x803134,2,,fmt=0x21 A=0xff,handler 0x3bd54; tools/measuring_vars.py
294,0x801ea6,2,,fmt=0x19,handler 0x3bd68; tools/measuring_vars.py
295,0x7f9400,2,,fmt=0x21 A=0x80,handler 0x3bd9c; also reads 0x7f9402/1; tools/measuring_vars.py
296,0x801bfe,2,,fmt=0x3d A=0xff,handler 0x3bdec; tools/measuring_vars.py
297,0x801bf8,2,,fmt=0x3d A=0xff,handler 0x3be2c; tools/measuring_vars.py
300,0x802e04,2,,fmt=0x3d A=0x80,handler 0x3be6c; tools/measuring_vars.py
301,0x802e02,2,,fmt=0x3d A=0x80,handler 0x3be88; tools/measuring_vars.py
302,0x80188a,2,,fmt=0x19,handler 0x3bea4; tools/measuring_vars.py
303,0x801880,2,,fmt=0x19,handler 0x3bed4; tools/measuring_vars.py
308,0x801a70,1,,fmt=0x61 A=0x0a,handler 0x3bf04; tools/measuring_vars.py
309,0x801a71,1,,fmt=0x61 A=0x0a,handler 0x3bf14; tools/measuring_vars.py
316,0x801a9a,2,,fmt=0x50,handler 0x3bf24; tools/measuring_vars.py
317,0x801a98,2,,fmt=0x50,handler 0x3bf5c; tools/measuring_vars.py
318,0x801bd1,1,,fmt=0x1f A=0x1a,handler 0x3bf94; tools/measuring_vars.py
319,0x801bd2,1,,fmt=0x1f A=0x1a,handler 0x3bfa4; tools/measuring_vars.py
320,0x802cde,2,,fmt=0x1f A=0xa0,handler 0x3bfb4; tools/measuring_vars.py
321,0x802cdc,2,,fmt=0x1f A=0xa0,handler 0x3bfcc; tools/measuring_vars.py
322,0x801b64,2,,fmt=0x21 A=0xff,handler 0x3bfe4; tools/measuring_vars.py
323,0x801b6c,2,,fmt=0x1f A=0x14,handler 0x3c000; tools/measuring_vars.py
324,0x801b6a,2,,fmt=0x1f A=0x14,handler 0x3c02c; tools/measuring_vars.py
330,0x801b7e,2,,fmt=0x3c,handler 0x3c058; tools/measuring_vars.py
331,0x801b78,2,,fmt=0x3c,handler 0x3c088; tools/measuring_vars.py
350,0x7f93aa,2,,fmt=0x36,handler 0x3c0b8; tools/measuring_vars.py
353,0x7f919a,2,,fmt=0x5c A=0x01,handler 0x3c0c8; tools/measuring_vars.py
357,0x801e90,2,,fmt=0x35,handler 0x3c138; tools/measuring_vars.py
358,0x801eb0,2,,fmt=0x21 A=0x80,handler 0x3c140; tools/measuring_vars.py
359,0x801e9a,2,,fmt=0x14 A=0x32,handler 0x3c154; tools/measuring_vars.py
360,0x7fd2c3,1,,fmt=0x21 A=0xff,handler 0x3c194; tools/measuring_vars.py
364,0x800fae,2,,fmt=0x1f A=0x28,handler 0x3c1b0; tools/measuring_vars.py
365,0x7f9c22,2,,fmt=0x14 A=0x19,handler 0x3c1c4; tools/measuring_vars.py
366,0x7f9c20,2,,fmt=0x14 A=0x19,handler 0x3c20c; tools/measuring_vars.py
367,0x7f9c1e,2,,fmt=0x14 A=0x19,handler 0x3c254; tools/measuring_vars.py
368,0x7f9c1c,2,,fmt=0x14 A=0x19,handler 0x3c29c; tools/measuring_vars.py
370,0x8022ce,2,,fmt=0x19,handler 0x3c2e4; tools/measuring_vars.py
371,0x8022d0,2,,fmt=0x19,handler 0x3c2ec; tools/measuring_vars.py
372,0x7f9420,1,,fmt=0x25 A=0x00,handler 0x3c2f4; tools/measuring_vars.py
373,0x7fcfca,1,,fmt=0x36 A=0x00,handler 0x3c31c; tools/measuring_vars.py
374,0x80327e,2,,fmt=0x21 A=0xff,handler 0x3c32c; tools/measuring_vars.py
375,0x803510,2,,fmt=0x21 A=0x80,handler 0x3c348; tools/measuring_vars.py
376,0x801cda,2,,fmt=0x1f A=0x14,handler 0x3c35c; tools/measuring_vars.py
377,0x80160c,2,,fmt=0x1f A=0x14,handler 0x3c388; tools/measuring_vars.py
378,0x7f9d6b,1,,fmt=0x25,handler 0x3c3b4; also reads 0x7fd212/1; tools/measuring_vars.py
379,0x7f9d6d,1,,fmt=0x25,handler 0x3c430; also reads 0x7fd214/1; tools/measuring_vars.py
380,0x7f9420,1,,fmt=0x10 A=0xff,handler 0x3c4ac; also reads 0x7fea6b/1; tools/measuring_vars.py
381,0x7f93ac,1,,fmt=0x10 A=0xff,"handler 0x3c4e8; also reads 0x7fd2a1/1,0x7f9cf5/1,0x7f9dc7/1; tools/measuring_vars.py"
382,0x7feb3f,1,,fmt=0x10 A=0xff,handler 0x3c59c; also reads 0x7feb12/1; tools/measuring_vars.py
383,0x7feb16,1,,fmt=0x10 A=0xff,handler 0x3c5dc; also reads 0x7feafe/1; tools/measuring_vars.py
384,0x7f961d,1,,fmt=0x10 A=0xff,handler 0x3c61c; tools/measuring_vars.py
385,0x7f961e,1,,fmt=0x10 A=0xff,handler 0x3c6cc; tools/measuring_vars.py
386,0x7f961f,1,,fmt=0x10 A=0xff,handler 0x3c77c; tools/measuring_vars.py
387,0x7feb34,1,,fmt=0x10 A=0xff,"handler 0x3c82c; also reads 0x7feaf7/1,0x7feaf8/1; tools/measuring_vars.py"
388,0x7fd213,1,,fmt=0x10 A=0xff,"handler 0x3c880; also reads 0x7fd22b/1,0x7fd212/1; tools/measuring_vars.py"
389,0x7fd212,1,,fmt=0x10 A=0xff,"handler 0x3c924; also reads 0x7f9d6b/1,0x7fd217/1; tools/measuring_vars.py"
393,0x7fd22e,1,,fmt=0x10 A=0xff,"handler 0x3c9b8; also reads 0x7fd229/1,0x7fd22d/1,0x7fd22b/1,0x7f9d77/1; tools/measuring_vars.py"
399,0x7fd2be,1,,fmt=0x10 A=0xff,"handler 0x3ca68; also reads 0x7fea5b/1,0x7fd2bd/1,0x7fd2c2/1,0x7f9dff/1; tools/measuring_vars.py"
400,0x7fd2be,1,,fmt=0x10 A=0xff,"handler 0x3cb2c; also reads 0x7fd2c0/1,0x7fea5b/1,0x7fd2bd/1,0x7f9dff/1; tools/measuring_vars.py"
405,0x7fec2b,1,,fmt=0x10 A=0xff,"handler 0x3cbc8; also reads 0x7fec2a/1,0x7fec2d/1,0x7fec2c/1,0x7f9d75/1,0x7f9ca5/1,0x800fc4/1; tools/measuring_vars.py"
406,0x7fd46a,1,,fmt=0x10 A=0xff,"handler 0x3cc7c; also reads 0x801e7a/1,0x802520/1,0x7f9d71/1,0x7f9cb9/1; tools/measuring_vars.py"
407,0x7fe89b,1,,fmt=0x10 A=0xff,handler 0x3cd2c; also reads 0x7f9d75/1; tools/measuring_vars.py
408,0x7f9150,1,,fmt=0x10 A=0xff,"handler 0x3cd80; also reads 0x7fcfc7/1,0x7fe8cc/1,0x7fcfc8/1,0x7f9cbd/1,0x7f9ccf/1; tools/measuring_vars.py"
409,0x7f9cc3,1,,fmt=0x10 A=0xff,"handler 0x3ce44; also reads 0x7f9cc9/1,0x7f9cbd/1,0x7f9ccf/1,0x7fd486/1; tools/measuring_vars.py"
410,0x7fed6c,2,,fmt=0x10 A=0xff,"handler 0x3cef8; also reads 0x80156f/1,0x801cd4/1,0x7fea38/1,0x7fe9f9/1,0x7fd25d/1; tools/measuring_vars.py"
411,0x7fd291,1,,fmt=0x10 A=0xff,handler 0x3cf94; also reads 0x7fea35/1; tools/measuring_vars.py
416,0x802538,1,,fmt=0x21 A=0xff,handler 0x3cfd0; tools/measuring_vars.py
417,0x7fd0b9,1,,fmt=0x0e A=0x28,handler 0x3cfec; tools/measuring_vars.py
418,0x802dce,2,,fmt=0x42 A=0x0a,handler 0x3cffc; tools/measuring_vars.py
424,0x801352,2,,fmt=0x36 A=0x00,handler 0x3d024; tools/measuring_vars.py
425,0x801354,2,,fmt=0x36 A=0x00,handler 0x3d034; tools/measuring_vars.py
426,0x80134a,2,,fmt=0x36 A=0x00,handler 0x3d044; tools/measuring_vars.py
