start,end,r13_read,r13_write,r13_addr,abs_read,abs_write,abs_addr,ptr_words,ptr_cal,init_bytes,known,free_candidate
0x7FF200,0x7FF21F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF220,0x7FF23F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF240,0x7FF25F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF260,0x7FF27F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF280,0x7FF29F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF2A0,0x7FF2BF,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF2C0,0x7FF2DF,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF2E0,0x7FF2FF,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF300,0x7FF31F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF320,0x7FF33F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF340,0x7FF35F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF360,0x7FF37F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF380,0x7FF39F,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF3A0,0x7FF3BF,0,0,0,0,0,0,0,0,0,stack_overshoot_estimate,0
0x7FF3C0,0x7FF3DF,0,0,0,0,0,1,2,0,32,os_task_stack,0
0x7FF3E0,0x7FF3FF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF400,0x7FF41F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF420,0x7FF43F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF440,0x7FF45F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF460,0x7FF47F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF480,0x7FF49F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF4A0,0x7FF4BF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF4C0,0x7FF4DF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF4E0,0x7FF4FF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF500,0x7FF51F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF520,0x7FF53F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF540,0x7FF55F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF560,0x7FF57F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF580,0x7FF59F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF5A0,0x7FF5BF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF5C0,0x7FF5DF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF5E0,0x7FF5FF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF600,0x7FF61F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF620,0x7FF63F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF640,0x7FF65F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF660,0x7FF67F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF680,0x7FF69F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF6A0,0x7FF6BF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF6C0,0x7FF6DF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF6E0,0x7FF6FF,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF700,0x7FF71F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF720,0x7FF73F,0,0,0,0,0,0,2,0,32,os_task_stack,0
0x7FF740,0x7FF75F,0,0,0,0,0,0,0,0,32,os_task_stack,0
0x7FF760,0x7FF77F,0,0,0,0,0,4,2,2,12,free_above_stack+os_task_stack,0
0x7FF780,0x7FF79F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF7A0,0x7FF7BF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF7C0,0x7FF7DF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF7E0,0x7FF7FF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF800,0x7FF81F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF820,0x7FF83F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF840,0x7FF85F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF860,0x7FF87F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF880,0x7FF89F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF8A0,0x7FF8BF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF8C0,0x7FF8DF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF8E0,0x7FF8FF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF900,0x7FF91F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF920,0x7FF93F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF940,0x7FF95F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF960,0x7FF97F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF980,0x7FF99F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF9A0,0x7FF9BF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF9C0,0x7FF9DF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FF9E0,0x7FF9FF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFA00,0x7FFA1F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFA20,0x7FFA3F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFA40,0x7FFA5F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFA60,0x7FFA7F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFA80,0x7FFA9F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFAA0,0x7FFABF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFAC0,0x7FFADF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFAE0,0x7FFAFF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFB00,0x7FFB1F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFB20,0x7FFB3F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFB40,0x7FFB5F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFB60,0x7FFB7F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFB80,0x7FFB9F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFBA0,0x7FFBBF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFBC0,0x7FFBDF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFBE0,0x7FFBFF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFC00,0x7FFC1F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFC20,0x7FFC3F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFC40,0x7FFC5F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFC60,0x7FFC7F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFC80,0x7FFC9F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFCA0,0x7FFCBF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFCC0,0x7FFCDF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFCE0,0x7FFCFF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFD00,0x7FFD1F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFD20,0x7FFD3F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFD40,0x7FFD5F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFD60,0x7FFD7F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFD80,0x7FFD9F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFDA0,0x7FFDBF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFDC0,0x7FFDDF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFDE0,0x7FFDFF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFE00,0x7FFE1F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFE20,0x7FFE3F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFE40,0x7FFE5F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFE60,0x7FFE7F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFE80,0x7FFE9F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFEA0,0x7FFEBF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFEC0,0x7FFEDF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFEE0,0x7FFEFF,8,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFF00,0x7FFF1F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFF20,0x7FFF3F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFF40,0x7FFF5F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFF60,0x7FFF7F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFF80,0x7FFF9F,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFFA0,0x7FFFBF,0,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFFC0,0x7FFFDF,18,0,0,0,0,0,0,0,0,free_above_stack,0
0x7FFFE0,0x7FFFFF,98,20,4,0,0,8,2,2,0,free_above_stack+r13_sda_anchor,0
0x800000,0x80001F,236,66,0,0,0,18,4,6,28,kwp_prog_copy_alias_tail,0
0x800020,0x80003F,128,76,3,0,0,2,0,0,32,kwp_prog_copy_alias_tail,0
0x800040,0x80005F,46,0,0,0,0,0,0,1,32,kwp_prog_copy_alias_tail,0
0x800060,0x80007F,29,34,0,0,0,0,0,1,32,kwp_prog_copy_alias_tail,0
0x800080,0x80009F,36,72,1,0,0,2,1,14,32,kwp_prog_copy_alias_tail,0
0x8000A0,0x8000BF,140,96,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8000C0,0x8000DF,52,69,3,0,0,0,0,2,32,kwp_prog_copy_alias_tail,0
0x8000E0,0x8000FF,36,74,2,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800100,0x80011F,26,54,2,0,0,0,0,4,32,kwp_prog_copy_alias_tail,0
0x800120,0x80013F,55,91,0,0,0,0,1,0,32,kwp_prog_copy_alias_tail,0
0x800140,0x80015F,11,10,1,0,0,2,0,0,32,kwp_prog_copy_alias_tail,0
0x800160,0x80017F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800180,0x80019F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8001A0,0x8001BF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8001C0,0x8001DF,38,14,3,0,0,0,15,1,32,kwp_prog_copy_alias_tail,0
0x8001E0,0x8001FF,8,23,3,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800200,0x80021F,2,30,2,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800220,0x80023F,0,24,2,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800240,0x80025F,13,34,1,0,0,0,0,1,32,kwp_prog_copy_alias_tail,0
0x800260,0x80027F,21,51,6,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800280,0x80029F,12,12,0,0,0,2,0,0,32,kwp_prog_copy_alias_tail,0
0x8002A0,0x8002BF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8002C0,0x8002DF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8002E0,0x8002FF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800300,0x80031F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800320,0x80033F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800340,0x80035F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800360,0x80037F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800380,0x80039F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8003A0,0x8003BF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8003C0,0x8003DF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8003E0,0x8003FF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800400,0x80041F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800420,0x80043F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800440,0x80045F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800460,0x80047F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800480,0x80049F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8004A0,0x8004BF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8004C0,0x8004DF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8004E0,0x8004FF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800500,0x80051F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800520,0x80053F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800540,0x80055F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800560,0x80057F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800580,0x80059F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8005A0,0x8005BF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8005C0,0x8005DF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8005E0,0x8005FF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800600,0x80061F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800620,0x80063F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800640,0x80065F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800660,0x80067F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x800680,0x80069F,44,76,0,0,0,0,0,0,32,kwp_prog_copy_alias_tail,0
0x8006A0,0x8006BF,50,88,0,0,0,0,0,0,32,,0
0x8006C0,0x8006DF,12,36,0,0,0,5,0,0,32,,0
0x8006E0,0x8006FF,0,0,0,0,0,0,0,0,32,,1
0x800700,0x80071F,0,0,0,0,0,0,0,0,32,,1
0x800720,0x80073F,0,0,0,0,0,0,0,0,32,,1
0x800740,0x80075F,0,0,0,0,0,3,0,0,32,,0
0x800760,0x80077F,0,0,0,0,0,0,0,0,32,,1
0x800780,0x80079F,0,0,0,0,0,0,0,1,32,,0
0x8007A0,0x8007BF,0,0,0,0,0,0,0,0,32,,1
0x8007C0,0x8007DF,0,0,0,0,0,5,0,0,32,,0
0x8007E0,0x8007FF,0,0,0,0,0,0,0,0,32,,1
0x800800,0x80081F,0,0,0,0,0,0,0,0,32,,1
0x800820,0x80083F,0,0,0,0,0,0,0,0,32,,1
0x800840,0x80085F,0,0,0,0,0,7,0,0,32,,0
0x800860,0x80087F,0,0,0,0,0,0,0,0,32,,1
0x800880,0x80089F,0,0,0,0,0,0,0,0,32,,1
0x8008A0,0x8008BF,0,0,0,0,0,0,0,0,32,,1
0x8008C0,0x8008DF,0,0,0,0,0,4,0,0,32,,0
0x8008E0,0x8008FF,0,0,0,0,0,0,0,0,32,,1
0x800900,0x80091F,0,0,0,0,0,0,0,0,32,,1
0x800920,0x80093F,0,0,0,0,0,0,0,0,32,,1
0x800940,0x80095F,0,0,0,0,0,0,0,0,32,,1
0x800960,0x80097F,0,0,0,0,0,0,0,1,32,,0
0x800980,0x80099F,0,0,0,0,0,0,0,0,32,,1
0x8009A0,0x8009BF,0,0,0,0,0,0,0,0,32,,1
0x8009C0,0x8009DF,0,0,0,0,0,0,0,0,32,,1
0x8009E0,0x8009FF,0,0,0,0,0,3,0,0,32,,0
0x800A00,0x800A1F,0,0,0,0,0,0,0,0,32,,1
0x800A20,0x800A3F,0,0,0,0,0,0,0,0,32,,1
0x800A40,0x800A5F,0,0,0,0,0,0,0,0,32,,1
0x800A60,0x800A7F,0,0,0,0,0,0,0,0,32,,1
0x800A80,0x800A9F,0,0,0,0,0,0,0,0,32,,1
0x800AA0,0x800ABF,0,0,0,0,0,0,0,0,32,,1
0x800AC0,0x800ADF,0,0,0,0,0,0,0,0,32,,1
0x800AE0,0x800AFF,0,0,0,0,0,3,0,0,32,,0
0x800B00,0x800B1F,0,0,0,0,0,0,0,0,32,,1
0x800B20,0x800B3F,0,0,0,0,0,0,0,0,32,,1
0x800B40,0x800B5F,0,0,0,0,0,0,0,0,32,,1
0x800B60,0x800B7F,0,0,0,0,0,4,0,0,32,,0
0x800B80,0x800B9F,0,0,0,0,0,0,0,0,32,,1
0x800BA0,0x800BBF,0,0,0,0,0,0,0,0,32,,1
0x800BC0,0x800BDF,0,0,0,0,0,0,0,0,32,,1
0x800BE0,0x800BFF,0,0,0,0,0,0,0,0,32,,1
0x800C00,0x800C1F,0,0,0,0,0,0,0,0,32,,1
0x800C20,0x800C3F,0,0,0,0,0,0,0,0,32,,1
0x800C40,0x800C5F,0,0,0,0,0,0,0,0,32,,1
0x800C60,0x800C7F,0,0,0,0,0,0,0,0,32,,1
0x800C80,0x800C9F,0,0,0,0,0,0,0,1,32,,0
0x800CA0,0x800CBF,0,0,0,0,0,0,0,0,32,,1
0x800CC0,0x800CDF,0,0,0,0,0,0,0,0,32,,1
0x800CE0,0x800CFF,4,6,0,0,0,2,0,0,32,,0
0x800D00,0x800D1F,52,66,1,0,0,4,0,0,32,,0
0x800D20,0x800D3F,62,60,7,0,0,0,0,0,32,,0
0x800D40,0x800D5F,92,56,3,0,0,0,0,0,32,,0
0x800D60,0x800D7F,102,49,4,0,0,0,0,0,32,,0
0x800D80,0x800D9F,70,47,1,0,0,0,0,0,32,,0
0x800DA0,0x800DBF,54,74,6,0,0,0,0,0,32,,0
0x800DC0,0x800DDF,40,40,8,0,0,0,0,0,32,,0
0x800DE0,0x800DFF,32,38,4,0,0,0,0,0,32,,0
0x800E00,0x800E1F,41,47,6,0,0,0,0,0,32,,0
0x800E20,0x800E3F,59,52,1,0,0,0,0,0,32,,0
0x800E40,0x800E5F,81,47,2,0,0,0,0,0,32,,0
0x800E60,0x800E7F,72,54,0,0,0,0,0,0,32,,0
0x800E80,0x800E9F,50,42,0,0,0,0,0,0,32,,0
0x800EA0,0x800EBF,48,42,0,0,0,0,0,0,32,,0
0x800EC0,0x800EDF,120,42,2,0,0,0,0,0,32,,0
0x800EE0,0x800EFF,134,72,2,0,0,0,2,2,32,,0
0x800F00,0x800F1F,58,43,0,0,0,0,0,0,32,,0
0x800F20,0x800F3F,36,44,0,0,0,0,0,0,32,,0
0x800F40,0x800F5F,105,73,0,0,0,0,0,2,32,,0
0x800F60,0x800F7F,35,51,0,0,0,0,0,0,32,,0
0x800F80,0x800F9F,44,40,0,0,0,0,0,0,32,,0
0x800FA0,0x800FBF,92,68,10,0,0,0,0,0,32,,0
0x800FC0,0x800FDF,78,48,0,0,0,0,0,0,32,,0
0x800FE0,0x800FFF,29,31,0,0,0,0,0,0,32,,0
0x801000,0x80101F,63,59,0,0,0,0,0,0,32,,0
0x801020,0x80103F,126,74,0,0,0,0,0,0,32,,0
0x801040,0x80105F,66,66,0,0,0,0,0,0,32,,0
0x801060,0x80107F,110,40,2,0,0,0,0,0,32,,0
0x801080,0x80109F,56,54,4,0,0,0,0,0,32,,0
0x8010A0,0x8010BF,42,43,0,0,0,0,0,4,32,,0
0x8010C0,0x8010DF,96,49,2,0,0,0,0,0,32,,0
0x8010E0,0x8010FF,8,68,0,0,0,0,0,0,32,,0
0x801100,0x80111F,89,89,0,0,0,0,0,0,32,,0
0x801120,0x80113F,77,89,2,0,0,0,0,0,32,,0
0x801140,0x80115F,87,67,0,0,0,0,0,0,32,,0
0x801160,0x80117F,89,55,4,0,0,0,0,0,32,,0
0x801180,0x80119F,68,42,0,0,0,0,0,0,32,,0
0x8011A0,0x8011BF,107,52,0,0,0,0,0,0,32,,0
0x8011C0,0x8011DF,75,39,7,0,0,2,0,0,32,,0
0x8011E0,0x8011FF,32,31,0,0,0,25,0,1,32,,0
0x801200,0x80121F,23,28,7,0,0,0,0,6,32,,0
0x801220,0x80123F,26,6,9,0,0,0,0,0,32,,0
0x801240,0x80125F,15,45,4,0,0,0,0,0,32,,0
0x801260,0x80127F,20,51,4,0,0,0,0,0,32,,0
0x801280,0x80129F,31,50,3,0,0,0,0,0,32,,0
0x8012A0,0x8012BF,45,55,0,0,0,0,0,0,32,,0
0x8012C0,0x8012DF,30,52,2,0,0,0,0,0,32,,0
0x8012E0,0x8012FF,28,44,2,0,0,0,0,0,32,,0
0x801300,0x80131F,50,29,2,0,0,0,0,0,32,,0
0x801320,0x80133F,94,168,4,0,0,0,0,0,32,,0
0x801340,0x80135F,71,23,63,0,0,0,0,4,32,,0
0x801360,0x80137F,5,14,21,0,0,0,1,2,32,,0
0x801380,0x80139F,0,0,0,0,0,0,0,0,32,,1
0x8013A0,0x8013BF,0,0,0,0,0,0,0,0,32,,1
0x8013C0,0x8013DF,38,90,4,0,0,0,0,0,32,,0
0x8013E0,0x8013FF,58,173,0,0,0,0,0,0,32,,0
0x801400,0x80141F,75,63,2,0,0,0,0,0,32,,0
0x801420,0x80143F,219,107,0,0,0,0,0,0,32,,0
0x801440,0x80145F,167,97,2,0,0,0,0,0,32,,0
0x801460,0x80147F,114,58,1,0,0,0,0,0,32,,0
0x801480,0x80149F,64,36,8,0,0,0,0,0,32,,0
0x8014A0,0x8014BF,41,45,2,0,0,0,0,0,32,,0
0x8014C0,0x8014DF,78,31,6,0,0,0,0,0,32,,0
0x8014E0,0x8014FF,71,39,0,0,0,0,0,0,32,,0
0x801500,0x80151F,99,39,8,0,0,0,0,1,32,,0
0x801520,0x80153F,44,32,0,0,0,0,0,0,32,,0
0x801540,0x80155F,23,47,0,0,0,0,0,2,32,,0
0x801560,0x80157F,100,40,3,0,0,0,0,0,32,,0
0x801580,0x80159F,43,51,2,0,0,0,0,0,32,,0
0x8015A0,0x8015BF,51,38,1,0,0,0,0,0,32,,0
0x8015C0,0x8015DF,46,48,0,0,0,0,0,0,32,,0
0x8015E0,0x8015FF,29,51,0,0,0,0,0,0,32,,0
0x801600,0x80161F,63,49,4,0,0,0,0,0,32,,0
0x801620,0x80163F,46,58,0,0,0,0,0,0,32,,0
0x801640,0x80165F,48,68,0,0,0,0,0,0,32,,0
0x801660,0x80167F,48,76,0,0,0,0,0,0,32,,0
0x801680,0x80169F,48,80,0,0,0,0,0,0,32,,0
0x8016A0,0x8016BF,0,32,0,0,0,0,0,0,32,,0
0x8016C0,0x8016DF,64,36,0,0,0,0,0,0,32,,0
0x8016E0,0x8016FF,24,32,0,0,0,0,0,0,32,,0
0x801700,0x80171F,12,32,0,0,0,0,0,0,32,,0
0x801720,0x80173F,0,32,0,0,0,0,0,0,32,,0
0x801740,0x80175F,114,44,4,0,0,0,0,0,32,,0
0x801760,0x80177F,50,46,0,0,0,0,0,0,32,,0
0x801780,0x80179F,60,42,4,0,0,0,0,0,32,,0
0x8017A0,0x8017BF,104,44,8,0,0,0,0,0,32,,0
0x8017C0,0x8017DF,166,48,4,0,0,0,0,0,32,,0
0x8017E0,0x8017FF,72,36,0,0,0,0,0,0,32,,0
0x801800,0x80181F,64,84,0,0,0,0,0,0,32,,0
0x801820,0x80183F,28,32,0,0,0,0,0,0,32,,0
0x801840,0x80185F,32,36,4,0,0,0,0,0,32,,0
0x801860,0x80187F,76,32,0,0,0,0,0,0,32,,0
0x801880,0x80189F,264,32,4,0,0,0,0,0,32,,0
0x8018A0,0x8018BF,74,34,0,0,0,0,0,0,32,,0
0x8018C0,0x8018DF,104,52,0,0,0,0,0,0,32,,0
0x8018E0,0x8018FF,56,50,0,0,0,0,0,0,32,,0
0x801900,0x80191F,73,70,0,0,0,0,0,0,32,,0
0x801920,0x80193F,34,42,0,0,0,0,0,0,32,,0
0x801940,0x80195F,32,40,4,0,0,0,0,0,32,,0
0x801960,0x80197F,16,40,2,0,0,0,2,1,32,,0
0x801980,0x80199F,94,53,0,0,0,0,0,0,32,,0
0x8019A0,0x8019BF,26,24,4,0,0,0,0,2,32,,0
0x8019C0,0x8019DF,46,26,10,0,0,0,0,0,32,,0
0x8019E0,0x8019FF,24,42,3,0,0,0,0,0,32,,0
0x801A00,0x801A1F,18,32,17,0,0,0,0,0,32,,0
0x801A20,0x801A3F,32,68,4,0,0,0,0,0,32,,0
0x801A40,0x801A5F,49,26,8,0,0,0,0,1,32,,0
0x801A60,0x801A7F,42,60,6,0,0,0,4,0,32,,0
0x801A80,0x801A9F,56,52,8,0,0,0,0,0,32,,0
0x801AA0,0x801ABF,30,62,4,0,0,0,0,0,32,,0
0x801AC0,0x801ADF,44,74,18,0,0,0,0,0,32,,0
0x801AE0,0x801AFF,34,48,2,0,0,0,0,0,32,,0
0x801B00,0x801B1F,225,115,2,0,0,0,0,0,32,,0
0x801B20,0x801B3F,33,92,0,0,0,0,0,0,32,,0
0x801B40,0x801B5F,32,116,0,0,0,0,0,0,32,,0
0x801B60,0x801B7F,60,70,10,0,0,0,0,0,32,,0
0x801B80,0x801B9F,30,76,0,0,0,0,0,2,32,,0
0x801BA0,0x801BBF,32,34,0,0,0,0,0,0,32,,0
0x801BC0,0x801BDF,41,54,2,0,0,0,0,0,32,,0
0x801BE0,0x801BFF,44,44,12,0,0,0,0,0,32,,0
0x801C00,0x801C1F,32,60,0,0,0,0,0,0,32,,0
0x801C20,0x801C3F,68,60,0,0,0,0,0,0,32,,0
0x801C40,0x801C5F,44,96,0,0,0,0,0,0,32,,0
0x801C60,0x801C7F,44,38,0,0,0,0,0,0,32,,0
0x801C80,0x801C9F,89,47,2,0,0,0,0,0,32,,0
0x801CA0,0x801CBF,42,32,2,0,0,0,0,0,32,,0
0x801CC0,0x801CDF,58,49,2,0,0,0,0,0,32,,0
0x801CE0,0x801CFF,31,32,0,0,0,0,0,0,32,,0
0x801D00,0x801D1F,37,39,0,0,0,0,0,0,32,,0
0x801D20,0x801D3F,61,57,2,0,0,0,0,0,32,,0
0x801D40,0x801D5F,0,38,11,0,0,0,0,0,32,,0
0x801D60,0x801D7F,24,34,5,0,0,0,0,0,32,,0
0x801D80,0x801D9F,26,34,24,0,0,0,0,0,32,,0
0x801DA0,0x801DBF,32,66,4,0,0,0,0,0,32,,0
0x801DC0,0x801DDF,32,60,0,0,0,0,0,0,32,,0
0x801DE0,0x801DFF,59,115,0,0,0,0,0,0,32,,0
0x801E00,0x801E1F,62,86,0,0,0,0,0,0,32,,0
0x801E20,0x801E3F,124,78,4,0,0,0,0,0,32,,0
0x801E40,0x801E5F,100,58,4,0,0,0,0,0,32,,0
