start,end,r13_read,r13_write,r13_addr,abs_read,abs_write,abs_addr,ptr_words,ptr_cal,init_bytes,known,free_candidate
0x801E60,0x801E7F,163,90,1,0,0,0,0,0,32,,0
0x801E80,0x801E9F,50,55,6,0,0,0,0,0,32,,0
0x801EA0,0x801EBF,82,65,6,0,0,0,0,0,32,,0
0x801EC0,0x801EDF,44,33,1,0,0,0,0,1,32,,0
0x801EE0,0x801EFF,48,58,0,0,0,0,0,0,32,,0
0x801F00,0x801F1F,40,46,0,0,0,0,0,0,32,,0
0x801F20,0x801F3F,54,42,0,0,0,0,0,0,32,,0
0x801F40,0x801F5F,24,42,1,0,0,0,0,0,32,,0
0x801F60,0x801F7F,2,2,0,0,0,0,0,0,32,,0
0x801F80,0x801F9F,45,39,1,0,0,0,0,0,32,,0
0x801FA0,0x801FBF,34,50,0,0,0,0,0,0,32,,0
0x801FC0,0x801FDF,33,73,0,0,0,0,0,0,32,,0
0x801FE0,0x801FFF,54,87,0,0,0,0,0,0,32,,0
0x802000,0x80201F,80,49,1,0,0,0,0,0,32,,0
0x802020,0x80203F,93,64,1,0,0,0,0,1,32,,0
0x802040,0x80205F,0,0,8,0,0,0,0,0,32,,0
0x802060,0x80207F,10,12,10,0,0,0,0,0,32,,0
0x802080,0x80209F,37,46,0,0,0,0,0,1,32,,0
0x8020A0,0x8020BF,49,44,20,0,0,0,0,0,32,,0
0x8020C0,0x8020DF,49,63,1,0,0,0,0,0,32,,0
0x8020E0,0x8020FF,39,73,1,0,0,0,0,1,32,,0
0x802100,0x80211F,50,49,5,0,0,0,0,0,32,,0
0x802120,0x80213F,134,77,6,0,0,0,0,1,32,,0
0x802140,0x80215F,12,24,1,0,0,0,0,0,32,,0
0x802160,0x80217F,69,56,0,0,0,0,0,0,32,,0
0x802180,0x80219F,108,64,2,0,0,0,0,0,32,,0
0x8021A0,0x8021BF,105,50,2,0,0,0,0,0,32,,0
0x8021C0,0x8021DF,63,71,5,0,0,0,0,0,32,,0
0x8021E0,0x8021FF,204,85,7,0,0,0,4,0,32,,0
0x802200,0x80221F,44,102,0,0,0,0,0,0,32,,0
0x802220,0x80223F,286,59,2,0,0,0,2,3,32,,0
0x802240,0x80225F,152,60,3,0,0,0,0,0,32,,0
0x802260,0x80227F,123,36,2,0,0,0,0,1,32,,0
0x802280,0x80229F,16,26,0,0,0,0,0,0,32,,0
0x8022A0,0x8022BF,28,32,4,0,0,0,0,0,32,,0
0x8022C0,0x8022DF,28,32,4,0,0,0,0,0,32,,0
0x8022E0,0x8022FF,36,34,8,0,0,0,0,0,32,,0
0x802300,0x80231F,26,30,2,0,0,0,0,0,32,,0
0x802320,0x80233F,38,45,0,0,0,0,0,0,32,,0
0x802340,0x80235F,42,34,2,0,0,0,0,0,32,,0
0x802360,0x80237F,52,40,0,0,0,0,0,0,32,,0
0x802380,0x80239F,64,34,0,0,0,0,0,0,32,,0
0x8023A0,0x8023BF,46,34,0,0,0,0,0,0,32,,0
0x8023C0,0x8023DF,48,32,0,0,0,0,0,0,32,,0
0x8023E0,0x8023FF,67,35,0,0,0,0,0,0,32,,0
0x802400,0x80241F,51,31,0,0,0,0,0,0,32,,0
0x802420,0x80243F,30,32,0,0,0,0,0,0,32,,0
0x802440,0x80245F,133,32,0,0,0,0,0,0,32,,0
0x802460,0x80247F,87,62,0,0,0,0,0,0,32,,0
0x802480,0x80249F,53,42,2,0,0,0,0,0,32,,0
0x8024A0,0x8024BF,63,32,1,0,0,0,0,0,32,,0
0x8024C0,0x8024DF,45,31,0,0,0,0,0,0,32,,0
0x8024E0,0x8024FF,38,64,0,0,0,0,0,0,32,,0
0x802500,0x80251F,73,128,0,0,0,0,0,0,32,,0
0x802520,0x80253F,113,48,3,0,0,0,0,0,32,,0
0x802540,0x80255F,42,36,0,0,0,0,0,0,32,,0
0x802560,0x80257F,29,33,0,0,0,0,0,0,32,,0
0x802580,0x80259F,45,55,0,0,0,0,0,0,32,,0
0x8025A0,0x8025BF,38,42,0,0,0,0,0,0,32,,0
0x8025C0,0x8025DF,57,42,0,0,0,0,0,0,32,,0
0x8025E0,0x8025FF,58,42,0,0,0,0,0,2,32,,0
0x802600,0x80261F,50,63,0,0,0,0,0,0,32,,0
0x802620,0x80263F,64,20,3,0,0,0,0,0,32,,0
0x802640,0x80265F,124,43,3,0,0,0,0,0,32,,0
0x802660,0x80267F,136,159,0,0,0,0,0,0,32,,0
0x802680,0x80269F,54,67,8,0,0,0,0,0,32,,0
0x8026A0,0x8026BF,56,47,5,0,0,0,0,0,32,,0
0x8026C0,0x8026DF,45,41,17,0,0,0,0,0,32,,0
0x8026E0,0x8026FF,11,16,12,0,0,0,0,0,32,,0
0x802700,0x80271F,16,13,9,0,0,0,0,0,32,,0
0x802720,0x80273F,0,0,10,0,0,0,0,0,32,,0
0x802740,0x80275F,27,39,11,0,0,0,0,0,32,,0
0x802760,0x80277F,16,36,0,0,0,0,0,0,32,,0
0x802780,0x80279F,126,50,0,0,0,0,0,0,32,,0
0x8027A0,0x8027BF,38,50,0,0,0,0,0,0,32,,0
0x8027C0,0x8027DF,34,44,0,0,0,0,0,0,32,,0
0x8027E0,0x8027FF,38,36,2,0,0,0,0,0,32,,0
0x802800,0x80281F,28,44,2,0,0,0,0,0,32,,0
0x802820,0x80283F,60,26,4,0,0,0,0,0,32,,0
0x802840,0x80285F,46,46,0,0,0,0,0,0,32,,0
0x802860,0x80287F,62,90,0,0,0,0,0,0,32,,0
0x802880,0x80289F,100,102,0,0,0,0,0,0,32,,0
0x8028A0,0x8028BF,86,114,0,0,0,0,0,0,32,,0
0x8028C0,0x8028DF,30,60,0,0,0,0,0,0,32,,0
0x8028E0,0x8028FF,42,60,2,0,0,0,0,0,32,,0
0x802900,0x80291F,30,44,0,0,0,0,0,0,32,,0
0x802920,0x80293F,42,46,0,0,0,0,0,0,32,,0
0x802940,0x80295F,10,6,10,0,0,0,0,0,32,,0
0x802960,0x80297F,38,40,4,0,0,0,0,0,32,,0
0x802980,0x80299F,32,46,0,0,0,0,0,0,32,,0
0x8029A0,0x8029BF,16,28,0,0,0,0,0,0,32,,0
0x8029C0,0x8029DF,38,40,0,0,0,0,0,0,32,,0
0x8029E0,0x8029FF,30,40,0,0,0,0,0,0,32,,0
0x802A00,0x802A1F,96,44,4,0,0,0,0,0,32,,0
0x802A20,0x802A3F,46,42,8,0,0,0,0,0,32,,0
0x802A40,0x802A5F,70,40,0,0,0,0,0,0,32,,0
0x802A60,0x802A7F,40,48,2,0,0,0,0,0,32,,0
0x802A80,0x802A9F,34,40,2,0,0,0,0,0,32,,0
0x802AA0,0x802ABF,76,38,0,0,0,0,0,0,32,,0
0x802AC0,0x802ADF,190,526,6,0,0,0,0,0,32,,0
0x802AE0,0x802AFF,64,74,10,0,0,0,0,0,32,,0
0x802B00,0x802B1F,140,62,23,0,0,0,0,0,32,,0
0x802B20,0x802B3F,106,60,16,0,0,0,0,0,32,,0
0x802B40,0x802B5F,138,64,39,0,0,0,0,0,32,,0
0x802B60,0x802B7F,124,62,22,0,0,0,0,0,32,,0
0x802B80,0x802B9F,78,50,4,0,0,0,0,0,32,,0
0x802BA0,0x802BBF,60,66,4,0,0,0,0,0,32,,0
0x802BC0,0x802BDF,54,58,4,0,0,0,0,0,32,,0
0x802BE0,0x802BFF,94,44,5,0,0,0,0,0,32,,0
0x802C00,0x802C1F,0,0,1,0,0,0,0,0,32,,0
0x802C20,0x802C3F,58,50,1,0,0,0,0,0,32,,0
0x802C40,0x802C5F,6,6,2,0,0,0,0,0,32,,0
0x802C60,0x802C7F,0,0,1,0,0,0,0,0,32,,0
0x802C80,0x802C9F,0,0,1,0,0,0,0,0,32,,0
0x802CA0,0x802CBF,0,0,0,0,0,0,0,0,32,,1
0x802CC0,0x802CDF,120,44,4,0,0,0,0,0,32,,0
0x802CE0,0x802CFF,14,50,0,0,0,0,0,0,32,,0
0x802D00,0x802D1F,48,86,0,0,0,0,0,0,32,,0
0x802D20,0x802D3F,54,58,0,0,0,0,0,0,32,,0
0x802D40,0x802D5F,42,38,0,0,0,0,0,0,32,,0
0x802D60,0x802D7F,54,54,0,0,0,0,0,0,32,,0
0x802D80,0x802D9F,36,44,0,0,0,0,0,0,32,,0
0x802DA0,0x802DBF,52,72,0,0,0,0,0,0,32,,0
0x802DC0,0x802DDF,72,72,10,0,0,0,0,0,32,,0
0x802DE0,0x802DFF,152,90,6,0,0,0,0,0,32,,0
0x802E00,0x802E1F,74,52,8,0,0,0,0,0,32,,0
0x802E20,0x802E3F,28,40,0,0,0,0,0,0,32,,0
0x802E40,0x802E5F,28,56,0,0,0,0,0,0,32,,0
0x802E60,0x802E7F,28,62,0,0,0,0,0,0,32,,0
0x802E80,0x802E9F,42,62,0,0,0,0,0,0,32,,0
0x802EA0,0x802EBF,36,48,1,0,0,0,0,0,32,,0
0x802EC0,0x802EDF,0,0,0,0,0,0,0,0,32,,1
0x802EE0,0x802EFF,0,0,1,0,0,0,0,0,32,,0
0x802F00,0x802F1F,0,0,0,0,0,0,0,0,32,,1
0x802F20,0x802F3F,0,0,1,0,0,0,0,0,32,,0
0x802F40,0x802F5F,0,0,1,0,0,0,0,0,32,,0
0x802F60,0x802F7F,0,0,0,0,0,0,0,0,32,,1
0x802F80,0x802F9F,12,20,0,0,0,0,0,0,32,,0
0x802FA0,0x802FBF,72,36,0,0,0,0,0,0,32,,0
0x802FC0,0x802FDF,48,32,0,0,0,0,0,0,32,,0
0x802FE0,0x802FFF,36,68,4,0,0,0,0,0,32,,0
0x803000,0x80301F,128,38,8,0,0,0,0,0,32,,0
0x803020,0x80303F,124,54,4,0,0,0,0,0,32,,0
0x803040,0x80305F,102,64,10,0,0,0,0,0,32,,0
0x803060,0x80307F,44,48,0,0,0,0,0,0,32,,0
0x803080,0x80309F,120,62,6,0,0,0,0,0,32,,0
0x8030A0,0x8030BF,24,24,5,0,0,0,0,0,32,,0
0x8030C0,0x8030DF,40,46,15,0,0,0,0,0,32,,0
0x8030E0,0x8030FF,66,40,8,0,0,0,0,0,32,,0
0x803100,0x80311F,94,46,4,0,0,0,0,0,32,,0
0x803120,0x80313F,64,32,4,0,0,0,0,0,32,,0
0x803140,0x80315F,52,36,2,0,0,0,0,0,32,,0
0x803160,0x80317F,38,42,6,0,0,0,0,0,32,,0
0x803180,0x80319F,40,40,6,0,0,0,0,0,32,,0
0x8031A0,0x8031BF,62,44,6,0,0,0,0,0,32,,0
0x8031C0,0x8031DF,144,52,8,0,0,0,0,0,32,,0
0x8031E0,0x8031FF,66,42,2,0,0,0,0,0,32,,0
0x803200,0x80321F,44,40,0,0,0,0,0,0,32,,0
0x803220,0x80323F,48,58,0,0,0,0,0,0,32,,0
0x803240,0x80325F,18,28,4,0,0,0,0,0,32,,0
0x803260,0x80327F,46,44,2,0,0,0,0,0,32,,0
0x803280,0x80329F,104,76,0,0,0,0,0,0,32,,0
0x8032A0,0x8032BF,268,112,0,0,0,0,0,0,32,,0
0x8032C0,0x8032DF,34,52,0,0,0,0,0,0,32,,0
0x8032E0,0x8032FF,24,38,2,0,0,0,0,0,32,,0
0x803300,0x80331F,28,30,2,0,0,0,0,0,32,,0
0x803320,0x80333F,12,8,3,0,0,0,0,0,32,,0
0x803340,0x80335F,20,14,6,0,0,0,0,0,32,,0
0x803360,0x80337F,18,18,1,0,0,0,0,0,32,,0
0x803380,0x80339F,48,32,6,0,0,0,0,0,32,,0
0x8033A0,0x8033BF,48,20,21,0,0,0,0,0,32,,0
0x8033C0,0x8033DF,32,50,10,0,0,0,0,0,32,,0
0x8033E0,0x8033FF,62,48,2,0,0,0,0,0,32,,0
0x803400,0x80341F,12,32,0,0,0,0,0,0,32,,0
0x803420,0x80343F,38,28,0,0,0,0,0,0,32,,0
0x803440,0x80345F,138,64,14,0,0,0,0,0,32,,0
0x803460,0x80347F,28,44,0,0,0,0,0,0,32,,0
0x803480,0x80349F,38,42,0,0,0,0,0,0,32,,0
0x8034A0,0x8034BF,110,66,0,0,0,0,0,0,32,,0
0x8034C0,0x8034DF,34,54,0,0,0,0,0,0,32,,0
0x8034E0,0x8034FF,102,52,0,0,0,0,0,0,32,,0
0x803500,0x80351F,110,36,2,0,0,0,0,0,32,,0
0x803520,0x80353F,52,38,0,0,0,0,0,0,32,,0
0x803540,0x80355F,74,50,2,0,0,0,0,0,32,,0
0x803560,0x80357F,64,38,0,0,0,0,0,0,32,,0
0x803580,0x80359F,106,52,4,0,0,0,0,0,32,,0
0x8035A0,0x8035BF,54,36,2,0,0,0,0,0,32,,0
0x8035C0,0x8035DF,62,48,0,0,0,0,0,0,32,,0
0x8035E0,0x8035FF,88,36,4,0,0,0,0,0,32,,0
0x803600,0x80361F,64,42,2,0,0,0,0,0,32,,0
0x803620,0x80363F,0,0,0,0,0,20,0,0,32,,0
0x803640,0x80365F,0,0,0,0,0,0,0,0,32,,1
0x803660,0x80367F,0,0,0,0,0,1,0,0,32,,0
0x803680,0x80369F,0,0,0,0,0,0,0,0,32,,1
0x8036A0,0x8036BF,0,0,0,0,0,0,0,0,32,,1
0x8036C0,0x8036DF,0,0,0,0,0,0,0,0,32,,1
0x8036E0,0x8036FF,0,0,0,0,0,0,0,0,32,,1
0x803700,0x80371F,0,0,0,0,0,1,0,0,32,,0
0x803720,0x80373F,0,0,0,0,0,0,0,0,32,,1
0x803740,0x80375F,0,0,0,0,0,0,0,0,32,,1
0x803760,0x80377F,0,0,0,0,0,0,0,0,32,,1
0x803780,0x80379F,0,0,0,0,0,0,0,0,32,,1
0x8037A0,0x8037BF,0,0,0,0,0,0,0,0,32,,1
0x8037C0,0x8037DF,0,0,0,0,0,0,0,0,32,,1
0x8037E0,0x8037FF,0,0,0,0,0,3,0,0,32,,0
0x803800,0x80381F,0,0,0,0,0,0,0,0,32,,1
0x803820,0x80383F,0,0,0,0,0,0,0,0,32,,1
0x803840,0x80385F,0,0,0,0,0,0,0,0,32,,1
0x803860,0x80387F,0,0,0,0,0,0,0,0,32,,1
0x803880,0x80389F,0,0,0,0,0,0,0,0,32,,1
0x8038A0,0x8038BF,0,0,0,0,0,0,0,0,32,,1
0x8038C0,0x8038DF,0,0,0,0,0,2,0,0,32,,0
0x8038E0,0x8038FF,0,0,0,0,0,0,0,0,32,,1
0x803900,0x80391F,0,0,0,0,0,0,0,0,32,,1
0x803920,0x80393F,0,0,0,0,0,0,0,0,32,,1
0x803940,0x80395F,0,0,0,0,0,0,0,0,32,,1
0x803960,0x80397F,0,0,0,0,0,2,0,0,32,,0
0x803980,0x80399F,0,0,0,0,0,0,0,0,32,,1
0x8039A0,0x8039BF,0,0,0,0,0,0,0,0,32,,1
0x8039C0,0x8039DF,0,0,0,0,0,0,0,0,32,,1
0x8039E0,0x8039FF,0,0,0,0,0,0,0,0,32,,1
0x803A00,0x803A1F,0,0,0,0,4,5,0,0,32,,0
0x803A20,0x803A3F,16,16,0,0,0,0,1,0,32,,0
0x803A40,0x803A5F,0,0,0,0,0,0,0,0,32,,1
0x803A60,0x803A7F,0,0,0,0,0,0,0,0,32,,1
0x803A80,0x803A9F,0,0,0,0,0,0,0,0,32,,1
0x803AA0,0x803ABF,0,0,0,0,0,0,0,0,32,,1
0x803AC0,0x803ADF,0,0,0,0,0,0,0,0,32,,1
0x803AE0,0x803AFF,0,0,0,0,0,0,0,0,32,,1
0x803B00,0x803B1F,0,0,0,0,0,0,0,0,32,,1
0x803B20,0x803B3F,0,0,0,0,0,0,1,0,32,,0
0x803B40,0x803B5F,0,0,0,0,0,0,1,0,32,,0
0x803B60,0x803B7F,0,0,0,0,0,0,1,0,32,,0
0x803B80,0x803B9F,2,0,0,11,11,13,0,0,32,,0
0x803BA0,0x803BBF,0,0,0,195,32,16,0,0,32,,0
0x803BC0,0x803BDF,12,8,2,85,18,4,0,0,32,,0
0x803BE0,0x803BFF,0,0,0,0,0,4,0,0,32,,0
0x803C00,0x803C1F,0,0,0,5,4,1,1,0,32,,0
0x803C20,0x803C3F,0,0,0,0,0,0,0,0,32,,1
0x803C40,0x803C5F,0,0,0,0,0,0,0,0,32,,1
0x803C60,0x803C7F,0,0,0,0,0,0,0,0,32,,1
0x803C80,0x803C9F,0,0,0,0,0,0,0,0,32,,1
0x803CA0,0x803CBF,0,0,0,0,0,0,0,0,32,,1
0x803CC0,0x803CDF,0,0,0,0,0,0,0,0,32,,1
0x803CE0,0x803CFF,0,0,0,0,0,0,0,0,32,,1
0x803D00,0x803D1F,0,0,0,25,21,5,0,0,32,,0
0x803D20,0x803D3F,0,0,0,24,26,4,0,0,32,,0
0x803D40,0x803D5F,0,8,0,40,31,12,0,0,32,,0
0x803D60,0x803D7F,87,0,0,67,27,19,0,0,32,,0
0x803D80,0x803D9F,0,0,0,20,12,0,0,0,32,,0
0x803DA0,0x803DBF,0,0,0,106,80,20,0,0,32,kwp_io_struct+kwp_response_pending_flags,0
0x803DC0,0x803DDF,0,0,0,70,103,16,0,0,32,,0
0x803DE0,0x803DFF,0,0,0,3,6,5,0,0,32,,0
0x803E00,0x803E1F,0,0,0,161,24,10,0,0,32,,0
0x803E20,0x803E3F,0,0,0,10,36,20,0,0,32,,0
0x803E40,0x803E5F,0,0,0,48,16,6,0,0,32,,0
0x803E60,0x803E7F,0,0,0,67,80,6,0,0,32,,0
0x803E80,0x803E9F,0,0,0,19,16,14,0,0,32,,0
0x803EA0,0x803EBF,0,4,0,9,7,3,0,0,32,,0
0x803EC0,0x803EDF,0,0,0,24,32,9,0,0,32,,0
0x803EE0,0x803EFF,0,0,0,0,2,13,0,0,32,can_rx_shadow,0
0x803F00,0x803F1F,0,0,0,0,0,4,0,0,32,can_rx_shadow,0
0x803F20,0x803F3F,0,0,0,0,0,4,0,0,32,can_rx_shadow,0
0x803F40,0x803F5F,0,0,0,0,0,3,0,0,32,can_rx_shadow,0
0x803F60,0x803F7F,0,0,0,0,0,3,0,0,32,can_rx_shadow,0
0x803F80,0x803F9F,0,0,0,0,0,3,0,0,32,can_rx_shadow,0
0x803FA0,0x803FBF,0,0,0,0,0,1,0,0,32,can_rx_shadow,0
0x803FC0,0x803FDF,0,0,0,0,0,1,0,0,32,can_rx_shadow,0
0x803FE0,0x803FFF,0,0,0,0,4,4,0,0,32,can_rx_shadow,0
0x804000,0x80401F,0,0,0,0,0,0,0,0,32,,1
0x804020,0x80403F,0,0,0,0,1,5,0,0,32,,0
0x804040,0x80405F,0,0,0,0,0,0,0,0,32,,1
0x804060,0x80407F,0,0,0,0,0,0,0,0,32,,1
0x804080,0x80409F,0,0,0,0,0,17,0,0,32,,0
0x8040A0,0x8040BF,0,0,0,0,0,0,0,0,32,,1
0x8040C0,0x8040DF,0,0,0,0,0,0,0,0,32,,1
0x8040E0,0x8040FF,0,0,0,0,0,29,0,0,32,,0
0x804100,0x80411F,0,0,0,0,0,0,0,0,32,,1
0x804120,0x80413F,0,0,0,0,0,0,0,0,32,,1
0x804140,0x80415F,0,0,0,0,0,0,0,0,32,,1
0x804160,0x80417F,0,0,0,0,0,0,0,0,32,,1
0x804180,0x80419F,0,0,0,0,0,0,0,0,32,,1
0x8041A0,0x8041BF,0,0,0,0,0,0,0,0,32,,1
0x8041C0,0x8041DF,0,0,0,0,0,0,0,0,32,,1
0x8041E0,0x8041FF,0,0,0,0,0,0,0,0,32,,1
0x804200,0x80421F,0,0,0,0,0,0,0,0,32,,1
0x804220,0x80423F,0,0,0,0,0,11,0,0,32,,0
0x804240,0x80425F,0,0,0,0,0,2,0,0,32,,0
0x804260,0x80427F,0,0,0,0,0,0,0,0,32,,1
0x804280,0x80429F,0,0,0,0,0,7,0,0,32,,0
0x8042A0,0x8042BF,0,0,0,0,0,0,0,0,32,,1
0x8042C0,0x8042DF,0,0,0,0,0,0,0,0,32,,1
0x8042E0,0x8042FF,0,0,0,0,0,0,0,0,32,,1
0x804300,0x80431F,0,0,0,0,0,0,0,0,32,,1
0x804320,0x80433F,0,0,0,0,0,0,0,0,32,,1
0x804340,0x80435F,0,0,0,0,0,0,0,0,32,,1
0x804360,0x80437F,0,0,0,0,0,0,2,0,32,,0
0x804380,0x80439F,0,0,0,0,0,0,2,0,32,,0
0x8043A0,0x8043BF,0,0,0,0,0,0,0,0,32,,1
0x8043C0,0x8043DF,0,0,0,0,0,0,1,0,32,,0
0x8043E0,0x8043FF,0,0,0,0,0,0,0,0,32,,1
0x804400,0x80441F,0,0,0,0,0,0,0,0,32,,1
0x804420,0x80443F,0,0,0,0,0,0,0,0,32,,1
0x804440,0x80445F,0,0,0,0,0,0,0,0,32,,1
0x804460,0x80447F,0,0,0,0,0,0,0,0,32,,1
0x804480,0x80449F,0,0,0,0,0,0,0,0,32,,1
0x8044A0,0x8044BF,0,0,0,0,0,0,0,0,32,,1
0x8044C0,0x8044DF,0,0,0,0,0,0,1,0,32,,0
0x8044E0,0x8044FF,0,0,0,0,0,0,0,0,32,,1
0x804500,0x80451F,0,0,0,0,0,0,0,0,32,,1
0x804520,0x80453F,0,0,0,0,0,0,0,0,32,,1
0x804540,0x80455F,0,0,0,0,0,1,0,0,32,,0
0x804560,0x80457F,0,0,0,0,0,0,0,0,32,,1
0x804580,0x80459F,0,0,0,0,0,0,0,0,32,,1
0x8045A0,0x8045BF,0,0,0,0,0,0,0,0,32,,1
0x8045C0,0x8045DF,0,0,0,0,0,0,0,0,32,,1
0x8045E0,0x8045FF,0,0,0,0,0,0,0,0,32,,1
0x804600,0x80461F,0,0,0,0,0,0,0,0,32,,1
0x804620,0x80463F,0,0,0,0,0,0,0,0,32,,1
0x804640,0x80465F,0,0,0,0,0,0,0,0,32,,1
0x804660,0x80467F,0,0,0,0,0,0,0,0,32,,1
0x804680,0x80469F,0,0,0,0,0,0,0,0,32,,1
0x8046A0,0x8046BF,0,0,0,0,0,0,0,0,32,,1
0x8046C0,0x8046DF,0,0,0,0,0,5,0,0,32,,0
0x8046E0,0x8046FF,0,0,0,0,0,0,0,0,32,,1
0x804700,0x80471F,0,0,0,0,0,0,0,0,32,,1
0x804720,0x80473F,0,0,0,0,0,0,1,0,32,,0
0x804740,0x80475F,0,0,0,0,0,0,0,0,32,,1
0x804760,0x80477F,0,0,0,0,0,0,0,0,32,,1
0x804780,0x80479F,0,0,0,0,0,0,0,0,32,,1
0x8047A0,0x8047BF,0,0,0,0,0,0,0,0,32,,1
0x8047C0,0x8047DF,0,0,0,0,0,0,0,0,32,,1
0x8047E0,0x8047FF,0,0,0,0,0,49,0,0,32,,0
0x804800,0x80481F,0,0,0,0,0,4,0,0,32,kwp_prog_copy_dest,0
0x804820,0x80483F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_dest,0
0x804840,0x80485F,0,0,0,0,0,24,0,0,32,kwp_prog_copy_dest,0
0x804860,0x80487F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_dest,0
0x804880,0x80489F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_dest,0
0x8048A0,0x8048BF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_dest,0
0x8048C0,0x8048DF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_dest,0
0x8048E0,0x8048FF,0,0,0,0,0,0,0,0,32,kwp_prog_copy_dest,0
0x804900,0x80491F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_dest,0
0x804920,0x80493F,0,0,0,0,0,0,0,0,32,kwp_prog_copy_dest,0
0x804940,0x80495F,0,0,0,2,16,0,0,0,32,kwp_prog_copy_dest,0
0x804960,0x80497F,0,0,0,0,4,2,0,0,32,kwp_prog_copy_dest,0
0x804980,0x80499F,0,0,0,0,0,2,0,0,16,kwp_prog_copy_dest,0
0x8049A0,0x8049BF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x8049C0,0x8049DF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x8049E0,0x8049FF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804A00,0x804A1F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804A20,0x804A3F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804A40,0x804A5F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804A60,0x804A7F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804A80,0x804A9F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804AA0,0x804ABF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804AC0,0x804ADF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804AE0,0x804AFF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804B00,0x804B1F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804B20,0x804B3F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804B40,0x804B5F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804B60,0x804B7F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804B80,0x804B9F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804BA0,0x804BBF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804BC0,0x804BDF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804BE0,0x804BFF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804C00,0x804C1F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804C20,0x804C3F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804C40,0x804C5F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804C60,0x804C7F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804C80,0x804C9F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804CA0,0x804CBF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804CC0,0x804CDF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804CE0,0x804CFF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804D00,0x804D1F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804D20,0x804D3F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804D40,0x804D5F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804D60,0x804D7F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804D80,0x804D9F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804DA0,0x804DBF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804DC0,0x804DDF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804DE0,0x804DFF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804E00,0x804E1F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804E20,0x804E3F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804E40,0x804E5F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804E60,0x804E7F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804E80,0x804E9F,0,0,0,0,0,0,1,0,0,kwp_prog_copy_dest,0
0x804EA0,0x804EBF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804EC0,0x804EDF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804EE0,0x804EFF,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804F00,0x804F1F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
0x804F20,0x804F3F,0,0,0,0,0,0,0,0,0,kwp_prog_copy_dest,0
