# session: ff_fuel, 2026-09-17T14:49:11+03:00
# ecu: 03H906032 / 1037382557
# dump_sha256: b15590d3f1874ace3125c5d047c09a686db9b8bb498187663539ebab205609b3
# transport: KWP2000 0x2C/0x21 over TP2.0
# source_file: /Users/carlo/ecu_azx/.claude/worktrees/agent-a018e0e0ede90c99f/logging/sessions/ff_fuel.json
# simulated: true
# simulated_by: logging/ecu_sim.py -- NOT a recording of an ECU
# sim_patch: /Users/carlo/ecu_azx/.claude/worktrees/agent-a018e0e0ede90c99f/patches/ff_fuel
# sim_time_scale: 1
time_s,var,value,unit
2.1078,ff_diag_t_degc,-40,degC
2.1078,ff_persist_wait,57.88,s
2.1078,ff_persist_writes,0,count
2.1078,ff_persist_fails,0,count
2.1078,eep_blk8_mirror_b0,0,%
2.1078,eep_blk8_mirror_b14,0,-
2.1078,eep_blk8_mirror_b29,0,-
2.1078,eep_blk8_mirror_csum,0,-
2.1078,nvm_queue_state,0,-
2.1078,raster_setA_10ms_count,211,count
2.1078,raster_setB_10ms_count,0,count
2.1078,raster_setB_1ms_count,0,count
2.1078,rk_fuel_mass,1310,-
2.1078,ti_sum,157286,ms
2.1078,dwi_inj_angle,7.5,degCA
2.1078,zwist_display_b1,15,degCA
2.1078,dwkrz_0,0,degCA
2.1078,dwkrz_1,0,degCA
2.1078,dwkrz_2,0,degCA
2.1078,dwkrz_3,0,degCA
2.1078,dwkrz_4,0,degCA
2.1078,dwkrz_5,0,degCA
2.1078,wkrm,0,degCA
2.1078,zw_low_octane_latch,0,-
2.1078,rl_w,33.252,%
2.1078,prist_w,60,bar
2.1078,nmot_w,1266.25,rpm
2.1078,rl_for_fuel,33.252,%
2.1078,tmot,21,degC
2.1078,can_rx_spare0_b0,0,%
2.1078,can_rx_spare0_ctr,0,-
2.4388,ff_magic,1179004977,-
2.4388,ff_length,64,B
2.4388,ff_csum,64779,-
2.4388,ff_e_filt,0,%
2.4388,ff_f_q10,1,-
2.4388,ff_mode,3,-
2.4388,ff_status,255,-
2.4388,ff_e_raw,0,%
2.4388,ff_t_fuel,-40,degC
2.4388,ff_frame_ctr,0,-
2.4388,ff_fw_ver,0,-
2.4388,ff_cal_mode,1,-
2.4388,ff_cal_ok,1,-
2.4388,ff_age_ticks,2.45,s
2.4388,ff_hold_ticks,0,s
2.4388,ff_frames,0,count
2.4388,ff_faults,0,count
2.4388,ff_stall,0,count
2.4388,ff_src_owner,1,-
2.4388,ff_src_seen,1,-
2.4388,ff_src_foreign,0,count
2.4388,ff_ticks,245,count
2.4388,ff_e_key,0,%
2.4388,ff_e_frac,0,-
2.4388,ff_frame_bad,0,-
2.4388,ff_dzw_e,0,degCA
2.4388,ff_fzw_q8,0,-
2.4388,ff_rk_calls,131,count
2.4388,ff_e_persist,0,%
2.4388,ff_persist_state,0,-
2.4388,ff_persist_err,2,-
2.4388,ff_diag_e_pct,0,%
2.4388,ff_diag_f_pct,100,%
2.4388,ff_diag_t_degc,-40,degC
2.4388,ff_persist_wait,57.55,s
2.4388,ff_persist_writes,0,count
2.4388,ff_persist_fails,0,count
2.4388,eep_blk8_mirror_b0,0,%
2.4388,eep_blk8_mirror_b14,0,-
2.4388,eep_blk8_mirror_b29,0,-
2.4388,eep_blk8_mirror_csum,0,-
2.4388,nvm_queue_state,0,-
2.4388,raster_setA_10ms_count,244,count
2.4388,raster_setB_10ms_count,0,count
2.4388,raster_setB_1ms_count,0,count
2.4388,rk_fuel_mass,1367,-
2.4388,ti_sum,157286,ms
2.4388,dwi_inj_angle,7.5,degCA
2.4388,zwist_display_b1,15,degCA
2.4388,dwkrz_0,0,degCA
2.4388,dwkrz_1,0,degCA
2.4388,dwkrz_2,0,degCA
2.4388,dwkrz_3,0,degCA
2.4388,dwkrz_4,0,degCA
2.4388,dwkrz_5,0,degCA
2.4388,wkrm,0,degCA
2.4388,zw_low_octane_latch,0,-
2.4388,rl_w,35.6201,%
2.4388,prist_w,60,bar
2.4388,nmot_w,1338.75,rpm
2.4388,rl_for_fuel,35.6201,%
2.4388,tmot,21,degC
2.4388,can_rx_spare0_b0,0,%
2.4388,can_rx_spare0_ctr,0,-
2.7708,ff_magic,1179004977,-
2.7708,ff_length,64,B
2.7708,ff_csum,65223,-
2.7708,ff_e_filt,0,%
2.7708,ff_f_q10,1,-
2.7708,ff_mode,3,-
2.7708,ff_status,255,-
2.7708,ff_e_raw,0,%
2.7708,ff_t_fuel,-40,degC
2.7708,ff_frame_ctr,0,-
2.7708,ff_fw_ver,0,-
2.7708,ff_cal_mode,1,-
2.7708,ff_cal_ok,1,-
2.7708,ff_age_ticks,2.78,s
2.7708,ff_hold_ticks,0,s
2.7708,ff_frames,0,count
2.7708,ff_faults,0,count
2.7708,ff_stall,0,count
2.7708,ff_src_owner,1,-
2.7708,ff_src_seen,1,-
2.7708,ff_src_foreign,0,count
2.7708,ff_ticks,278,count
2.7708,ff_e_key,0,%
2.7708,ff_e_frac,0,-
2.7708,ff_frame_bad,0,-
2.7708,ff_dzw_e,0,degCA
2.7708,ff_fzw_q8,0,-
2.7708,ff_rk_calls,153,count
2.7708,ff_e_persist,0,%
2.7708,ff_persist_state,0,-
2.7708,ff_persist_err,2,-
2.7708,ff_diag_e_pct,0,%
2.7708,ff_diag_f_pct,100,%
2.7708,ff_diag_t_degc,-40,degC
2.7708,ff_persist_wait,57.22,s
2.7708,ff_persist_writes,0,count
2.7708,ff_persist_fails,0,count
2.7708,eep_blk8_mirror_b0,0,%
2.7708,eep_blk8_mirror_b14,0,-
2.7708,eep_blk8_mirror_b29,0,-
2.7708,eep_blk8_mirror_csum,0,-
2.7708,nvm_queue_state,0,-
2.7708,raster_setA_10ms_count,277,count
2.7708,raster_setB_10ms_count,0,count
2.7708,raster_setB_1ms_count,0,count
2.7708,rk_fuel_mass,1424,-
2.7708,ti_sum,157286,ms
2.7708,dwi_inj_angle,7.5,degCA
