# session: ff_fuel, 2026-09-17T15:23:58+03:00
# ecu: 03H906032 / 1037382557
# dump_sha256: b15590d3f1874ace3125c5d047c09a686db9b8bb498187663539ebab205609b3
# transport: KWP2000 0x2C/0x21 over TP2.0
# source_file: /Users/carlo/ecu_azx/.claude/worktrees/agent-a018e0e0ede90c99f/logging/sessions/ff_fuel.json
# simulated: true
# simulated_by: logging/ecu_sim.py -- NOT a recording of an ECU
# sim_patch: /Users/carlo/ecu_azx/.claude/worktrees/agent-a018e0e0ede90c99f/patches/ff_fuel
# sim_time_scale: 5
time_s,var,value,unit
2.1667,tmst,-48,degC
2.1667,ksta_adapted,1,-
2.1667,zwstt,0,degCA
2.1667,B_st,0,-
2.1667,B_stend,0,-
2.1667,anztist,0,count
2.1667,zdgz,0,count
2.1667,tnst_w,0,count
2.1667,fr_w_b1,0,-
2.1667,rlsol_req,0,%
2.1667,rl_max_arb,0.195312,%
2.5051,ff_magic,1179004977,-
2.5051,ff_length,68,B
2.5051,ff_csum,64515,-
2.5051,ff_e_filt,20.375,%
2.5051,ff_f_q10,1.13379,-
2.5051,ff_mode,1,-
2.5051,ff_status,0,-
2.5051,ff_e_raw,85,%
2.5051,ff_t_fuel,25,degC
2.5051,ff_frame_ctr,127,-
2.5051,ff_fw_ver,1,-
2.5051,ff_cal_mode,1,-
2.5051,ff_cal_ok,1,-
2.5051,ff_age_ticks,0.21,s
2.5051,ff_hold_ticks,0,s
2.5051,ff_frames,128,count
2.5051,ff_faults,0,count
2.5051,ff_stall,0,count
2.5051,ff_src_owner,1,-
2.5051,ff_src_seen,1,-
2.5051,ff_src_foreign,0,count
2.5051,ff_ticks,1022,count
2.5051,ff_e_key,0,%
2.5051,ff_e_frac,370,-
2.5051,ff_frame_bad,0,-
2.5051,ff_dzw_e,0,degCA
2.5051,ff_fzw_q8,0,-
2.5051,ff_rk_calls,983,count
2.5051,ff_e_persist,0,%
2.5051,ff_persist_state,0,-
2.5051,ff_persist_err,2,-
2.5051,ff_diag_e_pct,20,%
2.5051,ff_diag_f_pct,113,%
2.5051,ff_diag_t_degc,25,degC
2.5051,ff_persist_wait,49.78,s
2.5051,ff_persist_writes,0,count
2.5051,ff_persist_fails,0,count
2.5051,eep_blk8_mirror_b0,0,%
2.5051,eep_blk8_mirror_b14,0,-
2.5051,eep_blk8_mirror_b29,0,-
2.5051,eep_blk8_mirror_csum,0,-
2.5051,nvm_queue_state,0,-
2.5051,raster_setA_10ms_count,1021,count
2.5051,raster_setB_10ms_count,0,count
2.5051,raster_setB_1ms_count,0,count
2.5051,rk_fuel_mass,2589,-
2.5051,ti_sum,157286,ms
2.5051,dwi_inj_angle,7.5,degCA
2.5051,zwist_display_b1,15,degCA
2.5051,dwkrz_0,-0.75,degCA
2.5051,dwkrz_1,-4.5,degCA
2.5051,dwkrz_2,-1.5,degCA
2.5051,dwkrz_3,0,degCA
2.5051,dwkrz_4,-3.75,degCA
2.5051,dwkrz_5,-1.5,degCA
2.5051,wkrm,-1.5,degCA
2.5051,zw_low_octane_latch,0,-
2.5051,rl_w,88.4033,%
2.5051,prist_w,60,bar
2.5051,nmot_w,2951.5,rpm
2.5051,rl_for_fuel,88.4033,%
2.5051,tmot,25.5,degC
2.5051,can_rx_spare0_b0,85,%
2.5051,can_rx_spare0_ctr,134,-
2.5051,ff_fst_q10,1,-
2.5051,ff_zwst_add,0,degCA
2.5051,tmst,-48,degC
2.5051,ksta_adapted,1,-
2.5051,zwstt,0,degCA
2.5051,B_st,0,-
2.5051,B_stend,0,-
2.5051,anztist,0,count
2.5051,zdgz,0,count
2.5051,tnst_w,0,count
2.5051,fr_w_b1,0,-
2.5051,rlsol_req,0,%
2.5051,rl_max_arb,0.195312,%
2.8501,ff_magic,1179004977,-
2.8501,ff_length,68,B
2.8501,ff_csum,64564,-
2.8501,ff_e_filt,22.75,%
2.8501,ff_f_q10,1.14941,-
2.8501,ff_mode,1,-
2.8501,ff_status,0,-
2.8501,ff_e_raw,85,%
2.8501,ff_t_fuel,25,degC
2.8501,ff_frame_ctr,144,-
2.8501,ff_fw_ver,1,-
2.8501,ff_cal_mode,1,-
2.8501,ff_cal_ok,1,-
2.8501,ff_age_ticks,0.19,s
2.8501,ff_hold_ticks,0,s
2.8501,ff_frames,145,count
2.8501,ff_faults,0,count
2.8501,ff_stall,0,count
2.8501,ff_src_owner,1,-
2.8501,ff_src_seen,1,-
2.8501,ff_src_foreign,0,count
2.8501,ff_ticks,1141,count
2.8501,ff_e_key,0,%
2.8501,ff_e_frac,371,-
2.8501,ff_frame_bad,0,-
2.8501,ff_dzw_e,0,degCA
2.8501,ff_fzw_q8,0,-
2.8501,ff_rk_calls,1151,count
2.8501,ff_e_persist,0,%
2.8501,ff_persist_state,0,-
2.8501,ff_persist_err,2,-
2.8501,ff_diag_e_pct,23,%
2.8501,ff_diag_f_pct,114,%
2.8501,ff_diag_t_degc,25,degC
2.8501,ff_persist_wait,48.59,s
2.8501,ff_persist_writes,0,count
2.8501,ff_persist_fails,0,count
2.8501,eep_blk8_mirror_b0,0,%
2.8501,eep_blk8_mirror_b14,0,-
2.8501,eep_blk8_mirror_b29,0,-
2.8501,eep_blk8_mirror_csum,0,-
2.8501,nvm_queue_state,0,-
2.8501,raster_setA_10ms_count,1140,count
2.8501,raster_setB_10ms_count,0,count
2.8501,raster_setB_1ms_count,0,count
2.8501,rk_fuel_mass,2397,-
2.8501,ti_sum,157286,ms
2.8501,dwi_inj_angle,7.5,degCA
2.8501,zwist_display_b1,15,degCA
2.8501,dwkrz_0,0,degCA
2.8501,dwkrz_1,0,degCA
2.8501,dwkrz_2,0,degCA
2.8501,dwkrz_3,0,degCA
2.8501,dwkrz_4,0,degCA
2.8501,dwkrz_5,0,degCA
2.8501,wkrm,0,degCA
2.8501,zw_low_octane_latch,0,-
2.8501,rl_w,79.834,%
2.8501,prist_w,60,bar
2.8501,nmot_w,2689.75,rpm
2.8501,rl_for_fuel,79.834,%
2.8501,tmot,26.25,degC
2.8501,can_rx_spare0_b0,85,%
2.8501,can_rx_spare0_ctr,152,-
2.8501,ff_fst_q10,1,-
2.8501,ff_zwst_add,0,degCA
2.8501,tmst,-48,degC
2.8501,ksta_adapted,1,-
2.8501,zwstt,0,degCA
2.8501,B_st,0,-
2.8501,B_stend,0,-
2.8501,anztist,0,count
2.8501,zdgz,0,count
2.8501,tnst_w,0,count
2.8501,fr_w_b1,0,-
2.8501,rlsol_req,0,%
2.8501,rl_max_arb,0.195312,%
3.1725,ff_magic,1179004977,-
3.1725,ff_length,68,B
3.1725,ff_csum,64305,-
3.1725,ff_e_filt,24.75,%
3.1725,ff_f_q10,1.16309,-
3.1725,ff_mode,1,-
3.1725,ff_status,0,-
3.1725,ff_e_raw,85,%
3.1725,ff_t_fuel,25,degC
3.1725,ff_frame_ctr,160,-
