# session: ff_fuel, 2026-09-22T20:01:12+03:00
# ecu: 03H906032 / 1037382557
# dump_sha256: b15590d3f1874ace3125c5d047c09a686db9b8bb498187663539ebab205609b3
# transport: KWP2000 0x2C/0x21 over TP2.0
# source_file: /Users/carlo/ecu_azx/.claude/worktrees/agent-a75332f8901c56fe1/logging/sessions/ff_fuel.json
# simulated: true
# simulated_by: logging/ecu_sim.py -- NOT a recording of an ECU
# sim_patch: /Users/carlo/ecu_azx/.claude/worktrees/agent-a75332f8901c56fe1/patches/ff_fuel
# sim_time_scale: 5
time_s,var,value,unit
0.2036,ff_magic,1179004977,-
0.2036,ff_length,76,B
0.2036,ff_csum,64276,-
0.2036,ff_e_filt,3.25,%
0.2036,ff_f_q10,1.02148,-
0.2036,ff_mode,1,-
0.2036,ff_status,0,-
0.2036,ff_e_raw,85,%
0.2036,ff_t_fuel,25,degC
0.2036,ff_frame_ctr,16,-
0.2036,ff_fw_ver,1,-
0.2036,ff_cal_mode,1,-
0.2036,ff_cal_ok,1,-
0.2036,ff_age_ticks,0.02,s
0.2036,ff_hold_ticks,0,s
0.2036,ff_frames,17,count
0.2036,ff_faults,0,count
0.2036,ff_stall,0,count
0.2036,ff_src_owner,1,-
0.2036,ff_src_seen,1,-
0.2036,ff_src_foreign,0,count
0.2036,ff_ticks,164,count
0.2036,ff_e_key,0,%
0.2036,ff_e_frac,380,-
0.2036,ff_frame_bad,0,-
0.2036,ff_dzw_e,0,degCA
0.2036,ff_fzw_q8,0,-
0.2036,ff_rk_calls,80,count
0.2036,ff_e_persist,0,%
0.2036,ff_persist_state,0,-
0.2036,ff_persist_err,2,-
0.2036,ff_diag_e_pct,3,%
0.2036,ff_diag_f_pct,102,%
0.2036,ff_diag_t_degc,25,degC
0.2036,ff_persist_wait,58.36,s
0.2036,ff_persist_writes,0,count
0.2036,ff_persist_fails,0,count
0.2036,eep_blk8_mirror_b0,0,%
0.2036,eep_blk8_mirror_b1,0,%
0.2036,eep_blk8_mirror_b2,0,%
